Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”,Name: “Table 1 of 1 on page 6 of 38”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
02704,Council Vol Fire Dept.,Buchanan Co.,2006,19,2,0,21,9,12
02707,Russell Prater Fire Dept.,Buchanan Co.,2006,16,0,6,22,9,11
02708,Slate Creek Vol Fire Dept.,Buchanan Co.,2006,28,0,13,41,11,11
02709,Harman VFD,Buchanan Co.,2006,45,0,0,45,12,12
,Buchanan Co.,7,,277,4,26,307,,
02901,Arvonia VFD,Buckingham Co.,2006,54,0,46,100,12,12
02902,Dillwyn Vol. Fire Dept.,Buckingham Co.,2006,141,0,0,141,12,12
02904,Toga Vol. Fire Dept.,Buckingham Co.,2006,10,0,10,20,7,7
,Buckingham Co.,3,,205,0,56,261,,
03110,Altavista Vol. Fire Dept.,Campbell Co.,2006,187,0,0,187,12,12
03111,Brookneal Vol. Fire Dept.,Campbell Co.,2006,112,0,5,117,12,12
03112,Brookville-Timberlake Vol. Fire Dept.,Campbell Co.,2006,414,0,22,436,12,12
03113,Concord Vol. Fire Dept.,Campbell Co.,2006,207,0,4,211,12,12
03114,Gladys Vol. Fire Dept. Inc.,Campbell Co.,2006,109,0,21,130,12,12
03115,Lyn-Dan Heights Vol Fire Dept.,Campbell Co.,2006,254,0,0,254,12,12
03116,Rustburg Vol. Fire Dept.,Campbell Co.,2006,182,0,11,193,12,12
03117,Evington Vol. Fire Dept.,Campbell Co.,2006,200,0,9,209,12,12
,Campbell Co.,8,,"1,665",0,72,"1,737",,
As of 04/18/2007,,,,,,,,,Page 6 of 38
