Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”,Name: “Table 1 of 1 on page 30 of 38”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
18705,Fortsmouth Vol. Fire Dept.,Warren Co.,2006,46,0,124,170,12,12
18706,Linden Vol. Fire Dept.,Warren Co.,2006,303,0,260,563,12,12
18707,North Warren Co. Fire & Rescue Dept.,Warren Co.,2006,241,0,218,459,12,12
,Warren Co.,8,,"3,621",3,"1,655","5,279",,
19104,Glade Spring VFD,Washington Co.,2006,139,0,2,141,12,12
19105,Meadowview VFD,Washington Co.,2006,143,0,7,150,12,12
19107,Green Spring VFD,Washington Co.,2006,21,0,4,25,5,5
19108,Clinch Mountain VFD,Washington Co.,2006,30,0,11,41,12,12
19110,Washington Co. VFD,Washington Co.,2006,68,0,2,70,3,3
19111,Goodson-Kinderhook Dist. VFD,Washington Co.,2006,511,0,9,520,10,10
19112,Brumley Gap VFD,Washington Co.,2006,18,0,0,18,3,3
19120,Abingdon Vol. Fire Dept.,Washington Co.,2006,360,0,10,370,12,12
,Washington Co.,8,,"1,290",0,45,"1,335",,
19301,"Colonial Beach Vol. Fire Dept., Inc.",Westmoreland Co.,2006,442,0,49,491,12,12
19302,Cople District Vol. Fire Dept.,Westmoreland Co.,2006,212,0,19,231,12,12
19303,Oak Grove Vol. Fire Dept.,Westmoreland Co.,2006,239,0,101,340,12,12
19304,Westmoreland Vol. Fire Dept.,Westmoreland Co.,2006,251,0,24,275,12,12
,Westmoreland Co.,4,,"1,144",0,193,"1,337",,
As of 04/18/2007,,,,,,,,,Page 30 of 38
