Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”,Name: “Table 1 of 1 on page 20 of 38”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
,Montgomery Co.,4,,"1,925",0,84,"2,009",,
12501,Lovingston Vol. Fire Dept.,Nelson Co.,2006,146,0,47,193,12,12
12503,Faber Vol. Fire Dept.,Nelson Co.,2006,77,0,18,95,12,12
12504,Gladstone Vol. Fire Dept.,Nelson Co.,2006,53,0,10,63,12,12
12505,Rockfish Valley Vol Fire Dept.,Nelson Co.,2006,146,0,5,151,12,12
12506,Wintergreen Vol. Fire Dept.,Nelson Co.,2006,103,0,19,122,6,6
12507,Montebello Vol. Fire Dept.,Nelson Co.,2006,13,0,0,13,7,10
,Nelson Co.,6,,538,0,99,637,,
12700,New Kent Co. Fire & Rescue,New Kent,2006,26,0,0,26,1,1
12702,Quinton Vol. Fire & EMS,New Kent Co.,2006,598,0,190,788,12,12
,New Kent,2,,624,0,190,814,,
13113,"Community Fire Company, Inc.",Northampton Co.,2006,900,0,29,929,12,12
13115,Cape Charles Vol. Fire Dept.,Northampton Co.,2006,20,0,34,54,12,12
13116,"Northampton Fire & Res., Inc.",Northampton Co.,2006,88,0,39,127,12,12
13117,"Eastville Vol. Fire Co., Inc.",Northampton Co.,2006,61,0,82,143,12,12
,Northampton Co.,4,,"1,069",0,184,"1,253",,
As of 04/18/2007,,,,,,,,,Page 20 of 38
