Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”,Name: “Table 1 of 1 on page 13 of 38”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
07301,Abingdon Vol. Fire & Rescue Inc.,Gloucester Co.,2006,444,0,1,445,12,12
07310,Gloucester Vol. Fire & Rescue,Gloucester Co.,2006,687,0,5,692,12,12
,Gloucester Co.,2,,"1,131",0,6,"1,137",,
07500,Goochland Co. Fire Rescue Dept.,Goochland Co.,2006,680,0,109,789,12,12
,Goochland Co.,1,,680,0,109,789,,
07701,Elk Creek VFD,Grayson Co.,2006,22,0,5,27,9,12
07702,Fries Vol. Fire Dept.,Grayson Co.,2006,47,0,5,52,11,11
07703,Independence Vol. Fire Dept.,Grayson Co.,2006,65,0,14,79,12,12
07706,Rugby Fire Dept.,Grayson Co.,2006,43,0,10,53,12,12
,Grayson Co.,4,,177,0,34,211,,
07901,Ruckersville Vol. Fire Co.,Greene Co.,2006,440,0,4,444,10,10
07902,Stanardsville Vol. Fire Dept.,Greene Co.,2006,116,2,79,197,8,8
,Greene Co.,2,,556,2,83,641,,
08301,Clover Vol Fire Dept.,Halifax Co.,2006,123,0,19,142,12,12
08302,Cluster Springs Vol. Fire Dept.,Halifax Co.,2006,128,0,8,136,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 13 of 38
