Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”,Name: “Table 1 of 1 on page 21 of 38”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
13302,Callao Vol. Fire Dept.,Northumberland Co.,2006,88,0,17,105,12,12
,Northumberland Co.,1,,88,0,17,105,,
13502,Burkeville Vol. Fire Dept.,Nottoway Co.,2006,318,0,67,385,12,12
13503,Crewe Vol. Fire Dept.,Nottoway Co.,2006,116,0,51,167,12,12
13504,Blackstone Vol. Fire Dept.,Nottoway Co.,2006,189,0,1,190,8,8
,Nottoway Co.,3,,623,0,119,742,,
13700,County of Orange Fire & EMS,Orange Co,2006,"2,311",0,109,"2,420",12,12
13703,Lake of the Woods VFD,Orange Co.,2006,445,0,56,501,12,12
13705,Orange Vol. Fire Dept.,Orange Co.,2006,528,0,134,662,12,12
,Orange Co,3,,"3,284",0,299,"3,583",,
13901,Luray Vol. Fire Dept.,Page Co.,2006,553,0,2,555,12,12
13902,"Shenandoah Vol. Fire Co., Inc.",Page Co.,2006,130,2,45,177,12,12
13903,Stanley Vol. Fire Dept.,Page Co.,2006,245,0,12,257,12,12
,Page Co.,3,,928,2,59,989,,
14101,Ararat Vol Fire Dept.,Patrick Co.,2006,102,0,23,125,12,12
14102,CCDF Vol. Fire Dept.,Patrick Co.,2006,51,0,13,64,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 21 of 38
