															
															
	National Center for Education Statistics (NCES)														
	Institute of Education Sciences (IES)														
	National Assessment of Educational Progress (NAEP)														
	This report was generated using the District Profiles. http://nces.ed.gov/nationsreportcard/districts/														
															
	Summary of NAEP results for Virginia														
	Assessment				Average Scale Score					Achievement Level					
	Subject	Grade	Year		State		National public			at or above Basic		above Proficient		at Advanced	
					Avg.	SE	Avg.	SE		Pct.	SE	Pct.	SE	Pct.	SE
															
	Mathematics	4	2013		246	(1.1)	241	(0.2)		88	(0.9)	47	(1.7)	9	(1.2)
			2011		245	(0.8)	240	(0.2)		87	(0.8)	46	(1.4)	9	(0.8)
			2009		243	(1.0)	239	(0.2)		85	(1.2)	43	(1.6)	7	(0.8)
			2007		244	(0.9)	239	(0.2)		87	(0.8)	42	(1.5)	7	(0.8)
			2005		240	(0.9)	237	(0.2)		83	(1.1)	39	(1.5)	6	(0.8)
			2003		239	(1.1)	234	(0.2)		83	(1.2)	36	(1.8)	5	(0.8)
			2000		230	(1.0)	224	(1.0)		71	(1.5)	24	(1.4)	2	(0.3)
			2000¹		230	(1.3)	226	(1.0)		73	(1.8)	25	(1.6)	2	(0.6)
			1996¹		223	(1.4)	222	(1.0)		62	(2.2)	19	(1.5)	2	(0.5)
			1992¹		221	(1.3)	219	(0.8)		59	(1.4)	19	(1.5)	2	(0.5)
															
		8	2013		288	(1.2)	284	(0.2)		77	(1.2)	38	(1.5)	10	(1.2)
			2011		289	(1.1)	283	(0.2)		78	(1.3)	40	(1.5)	11	(1.0)
			2009		286	(1.1)	282	(0.3)		76	(1.2)	36	(1.4)	8	(0.8)
			2007		288	(1.1)	280	(0.3)		77	(1.3)	37	(1.4)	9	(0.8)
			2005		284	(1.1)	278	(0.2)		75	(1.2)	33	(1.5)	8	(0.9)
			2003		282	(1.3)	276	(0.3)		72	(1.5)	31	(1.6)	6	(0.8)
			2000		275	(1.3)	272	(0.9)		65	(1.9)	25	(1.3)	5	(0.6)
			2000¹		277	(1.5)	274	(0.8)		67	(2.0)	26	(1.5)	5	(0.7)
			1996¹		270	(1.6)	271	(1.2)		58	(2.0)	21	(1.2)	3	(0.4)
			1992¹		268	(1.2)	267	(1.0)		57	(1.7)	19	(1.1)	3	(0.6)
			1990¹		264	(1.5)	262	(1.4)		52	(1.7)	17	(1.6)	4	(0.8)
															
	Reading	4	2013		229	(1.3)	221	(0.3)		74	(1.3)	43	(1.6)	12	(1.2)
			2011		226	(1.1)	220	(0.3)		72	(1.4)	39	(1.4)	11	(0.9)
			2009		227	(1.2)	220	(0.3)		74	(1.4)	38	(1.5)	9	(1.0)
			2007		227	(1.1)	220	(0.3)		74	(1.5)	38	(1.4)	9	(1.0)
			2005		226	(0.8)	217	(0.2)		72	(1.5)	37	(1.4)	8	(0.8)
			2003		223	(1.5)	216	(0.3)		69	(1.6)	35	(1.8)	9	(1.0)
			2002		225	(1.3)	217	(0.5)		71	(1.7)	37	(1.6)	9	(1.0)
			1998		217	(1.2)	213	(1.2)		62	(1.5)	30	(1.7)	6	(0.9)
			1998¹		218	(1.3)	215	(0.8)		64	(1.5)	30	(1.6)	6	(0.8)
			1994¹		213	(1.5)	212	(1.1)		57	(1.8)	26	(1.7)	7	(0.7)
			1992¹		221	(1.4)	215	(1.0)		67	(1.8)	31	(1.6)	6	(1.0)
															
		8	2013		268	(1.3)	266	(0.2)		78	(1.3)	36	(1.6)	4	(0.6)
			2011		267	(1.2)	264	(0.2)		78	(1.2)	36	(1.7)	4	(0.5)
			2009		266	(1.1)	262	(0.3)		78	(1.2)	32	(1.6)	2	(0.4)
			2007		267	(1.1)	261	(0.2)		79	(1.2)	34	(1.6)	3	(0.4)
			2005		268	(1.0)	260	(0.2)		78	(1.2)	36	(1.3)	3	(0.5)
			2003		268	(1.1)	261	(0.2)		79	(1.2)	36	(1.5)	3	(0.5)
			2002		269	(1.0)	263	(0.5)		80	(1.1)	37	(1.4)	3	(0.4)
			1998		266	(1.1)	261	(0.8)		78	(1.2)	33	(1.3)	3	(0.6)
			1998¹		266	(1.1)	261	(0.8)		78	(1.2)	33	(1.6)	3	(0.6)
															
	Science	4	2009		162	(1.2)	149	(0.3)		84	(1.1)	46	(1.7)	1	(0.4)
															
		8	2011		160	(1.0)	151	(0.2)		73	(1.2)	40	(1.5)	2	(0.6)
			2009		156	(1.1)	149	(0.3)		70	(1.5)	36	(1.6)	2	(0.4)
															
	Writing	4	2002		157	(1.3)	153	(0.5)		89	(1.0)	29	(1.8)	2	(0.4)
															
		8	2007		157	(1.1)	154	(0.3)		90	(1.0)	31	(1.4)	1	(0.2)
			2002		157	(1.3)	152	(0.6)		88	(0.9)	32	(1.8)	3	(0.5)
			1998		153	(1.2)	148	(0.6)		89	(0.9)	27	(1.4)	1	(0.2)
															
															
	¹Accommodations were not permitted for this assessment. Note: Standard Errors (SE) are shown in parentheses.														
															
			Higher than National public												
			Not significantly different from National public												
			Lower than National public												
