REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
1 - Roanoke,24012, 07/24/2012,OCharleys 292,7127,4765 Valley View Blvd NW,Roanoke,VA
1 - Roanoke,24017, 07/24/2012,Holiday Inn Roanoke,12160,3315 Ordway Dr NW,Roanoke,VA
1 - Roanoke,24017, 07/24/2012,Pure Gas Station,34481,1805 Peters Creek Rd NW,Roanoke,VA
4 - Alexandria,22182, 07/26/2012,Schmitz Exxon,9569,8526 Leesburg Pike,Vienna,VA
4 - Alexandria,22180, 07/26/2012,Aditi Bistro,52483,405 Maple Ave E,Vienna,VA
4 - Alexandria,22180-4630, 07/26/2012,Vienna Vintner,4251,233 Maple Ave E,Vienna,VA
4 - Alexandria,22180-4630, 07/26/2012,Walgreens # 13589,65025,225 Maple Ave E,Vienna,VA
4 - Alexandria,22180-5605, 07/26/2012,Vienna Shell,55575,252 Maple Ave W,Vienna,VA
4 - Alexandria,20171-4096, 07/26/2012,Shiang Yu Chinese Rest,42201,13300 Franklin Farm Rd Ste G,Herndon,VA
4 - Alexandria,20151-3245, 07/26/2012,Bungalow Billiards Co,75598,13891 Metrotech Dr,Chantilly,VA
4 - Alexandria,20151, 07/26/2012,Dulles Expo - South Hall,26268,4368 Chantilly Shopping Ctr,Chantilly,VA
4 - Alexandria,20121-2368, 07/26/2012,Sinos Inn,49089,14245H Centreville Sq,Centreville,VA
4 - Alexandria,20121-2455, 07/26/2012,Cheogajip Chicken,48035,13814 Braddock Rd Ste C,Centreville,VA
4 - Alexandria,20121-2453, 07/26/2012,Gom Tang E,50678,13840 Braddock Rd Ste E,Centreville,VA
4 - Alexandria,20121-2456, 07/26/2012,Tomo Sushi and Grill,68730,13810 Braddock Rd Ste A,Centreville,VA
4 - Alexandria,22304-4303, 07/27/2012,CVS Pharmacy # 1384,62855,259 S Van Dorn St,Alexandria,VA
4 - Alexandria,22304, 07/27/2012,Deli for the Belly,38675,4926B Eisenhower Ave,Alexandria,VA
4 - Alexandria,22311-5800, 07/27/2012,Giant Food Store # 766,7794,1476 N Beauregard St,Alexandria,VA
4 - Alexandria,22302-1907, 07/27/2012,Safeway  4003,43659,3526 King St,Alexandria,VA
4 - Alexandria,22305-1458, 07/27/2012,7 Eleven Store 2554 10719 B,67409,1025 W Glebe Rd,Alexandria,VA
4 - Alexandria,22305-2301, 07/27/2012,Foodway,60325,206 W Glebe Rd,Alexandria,VA
4 - Alexandria,22305-3027, 07/27/2012,Sunrise Carryout And Market,53935,3314 Jefferson Davis Hwy,Alexandria,VA
4 - Alexandria,22314-1166, 07/27/2012,Marina Tower Valet,62162,501 Slater Ln,Alexandria,VA
4 - Alexandria,22314-1510, 07/27/2012,Giant Food Store # 750,7775,530 First St,Alexandria,VA
4 - Alexandria,22314-2628, 07/27/2012,Royal Market,39482,333 N Royal St,Alexandria,VA
4 - Alexandria,22314, 07/27/2012,Tokyo Japanese Steakhouse,9278,66 Canal Center Plz,Alexandria,VA
4 - Alexandria,22201-1947, 07/30/2012,Euro Latin Grocery Market,58916,2700 N Pershing Dr,Arlington,VA
4 - Alexandria,22201-2350, 07/30/2012,7 Eleven Store 2554 34082 H,55179,3503 Fairfax Dr Ste 100,Arlington,VA
4 - Alexandria,22043-2005, 07/30/2012,Trader Joes # 641,947,7514 Leesburg Pike,Falls Church,VA
4 - Alexandria,22101-3901, 07/30/2012,Safeway 1300,43687,1330 Chain Bridge Rd,Mc Lean,VA
4 - Alexandria,22101, 07/30/2012,Boss Hog Bar B Q,7125,6811 Elm St,McLean,VA
4 - Alexandria,22101-4217, 07/30/2012,China Kingdom,55600,6222A Old Dominion Dr,McLean,VA
4 - Alexandria,22102, 07/30/2012,Nourish Market,56481,8100 E Old Dominion Dr,McLean,VA
4 - Alexandria,22102-4002, 07/30/2012,Da Domenico Ristorante Italiano,25106,1992 Chain Bridge Rd,McLean,VA
4 - Alexandria,22182-2709, 07/30/2012,Chilis,47183,8051 Leesburg Pike,Vienna,VA
4 - Alexandria,22201, 07/30/2012,Restaurante El Manantial,46513,2618 N Pershing Dr,Arlington,VA
4 - Alexandria,22201-3006, 07/30/2012,TNR Cafe,65941,2049 Wilson Blvd,Arlington,VA
4 - Alexandria,22201-3006, 07/30/2012,Irelands Four Courts,73638,2051 Wilson Blvd,Arlington,VA
7 - Hampton,23434, 07/30/2012,Suffolk Sunoco,79301,2700 Godwin Blvd,Suffolk,VA
4 - Alexandria,22207-3104, 08/02/2012,International Wine and Beverage LLC,47521,4040 Lee Hwy,Arlington,VA
4 - Alexandria,22314-2720, 08/02/2012,Hilton Alexandria Old Town,33570,1767 King St,Alexandria,VA
4 - Alexandria,22314, 08/02/2012,Ernies Original Crab House,49430,1743 King St,Alexandria,VA
4 - Alexandria,22314-2925, 08/02/2012,Vermilion Restaurant,26633,1120 King St,Alexandria,VA
4 - Alexandria,22314-2922, 08/02/2012,Sam Phao Thai Cuisine,59319,1019 King St,Alexandria,VA
4 - Alexandria,22314-3110, 08/02/2012,King Street Blues,52213,112 N Saint Asaph St,Alexandria,VA
4 - Alexandria,22314, 08/02/2012,Pat Troys Restaurant and Pub,8898,111 N Pitt St,Alexandria,VA
4 - Alexandria,22314-3023, 08/02/2012,Red Curry,61922,100 King St,Alexandria,VA
4 - Alexandria,22314-3207, 08/02/2012,Bugsys,35170,111 King St,Alexandria,VA
4 - Alexandria,22314-3235, 08/02/2012,The Chart House,19168,1 Cameron St,Alexandria,VA
5 - Fredericksburg,22406-7293, 08/07/2012,Handy Mart Mobil,39951,1186 Warrenton Rd,Falmouth,VA
5 - Fredericksburg,22427-2152, 08/07/2012,Food Lion 1087,9809,15432 Rogers Clark Blvd,Bowling Green,VA
5 - Fredericksburg,22514-2100, 08/07/2012,Dhillons Grocery,57316,15421 Antioch Rd,Milford,VA
6 - Richmond,23222-4708, 08/15/2012,Stop & Go Foods,68988,2318 4th Ave,Richmond,VA
6 - Richmond,23841-2501, 08/15/2012,Dinwiddie Food Barn,33667,14011 Boydton Plank Rd,Dinwiddie,VA
6 - Richmond,23831-6902, 08/15/2012,James Mart,76567,14103 Harrowgate Rd,Chester,VA
6 - Richmond,23220-4810, 08/15/2012,The Local Eatery & Pub,78708,1106 1108 W Main St,Richmond,VA
6 - Richmond,23222, 08/15/2012,Glenns Comfort Zone 4,80039,1509 Chamberlayne Ave,Richmond,VA
1 - Roanoke,24382, 08/16/2012,Southern Diner,68870,955 Peppers Ferry Rd,Wytheville,VA
1 - Roanoke,24382, 08/16/2012,Kangaroo Express # 3706,39993,1020 Peppers Ferry Rd,Wytheville,VA
1 - Roanoke,24382, 08/16/2012,Food Lion 93,9611,1155 N 4th St Ste 200,Wytheville,VA
1 - Roanoke,24370, 08/16/2012,Freds Trading Center # 3,8351,901 E Main St,Saltville,VA
1 - Roanoke,24370-3051, 08/16/2012,Food Country USA Saltville  5,74617,402 Palmer Ave,Saltville,VA
1 - Roanoke,24319-5458, 08/16/2012,Driftwood Cafe,66254,1449 E Lee Hwy,Chilhowie,VA
1 - Roanoke,24368, 08/16/2012,Exit 54 Exxon,62957,7327 Lee Hwy,Rural Retreat,VA
1 - Roanoke,24382, 08/16/2012,Turn One Restaurant & Sports Bar,60771,1155 N 4th St Ste 200,Wytheville,VA
2 - Lynchburg,24502, 08/17/2012,Macados,29978,3744 Candlers Mountain Rd,Lynchburg,VA
2 - Lynchburg,24502, 08/17/2012,Buffalo Wild Wings Grill & Bar,39311,3812 Wards Rd,Lynchburg,VA
2 - Lynchburg,24501-5003, 08/17/2012,Big Lick Tropical Grill,78257,4001 Murray Pl,Lynchburg,VA
2 - Lynchburg,24501, 08/17/2012,Phase 2,60592,4009 Murray Pl,Lynchburg,VA
4 - Alexandria,20147-4036, 08/20/2012,Walgreens # 11771,64938,42820 Creek View Plz,Ashburn,VA
4 - Alexandria,20147-7762, 08/20/2012,Uppys 75,65666,43305 Junction Plz,Ashburn,VA
4 - Alexandria,20147-3408, 08/20/2012,Giant Food Store # 262,14057,43330 Junction Plz Ste 194,Ashburn,VA
4 - Alexandria,20148, 08/20/2012,Pho Mekong,69860,43150 Broadlands Center Plz Ste 120,Broadlands,VA
4 - Alexandria,20147-5828, 08/20/2012,Chin Chin Cafe,38366,43930 Farmwell Hunt Plz Ste 106,Ashburn,VA
4 - Alexandria,20147, 08/20/2012,The Ashburn Pub,72381,4410 Ashburn Shopping Plz  Ste 196,Ashburn,VA
4 - Alexandria,20147-5035, 08/20/2012,Harris Teeter # 242,38771,20070 Ashbrook Commons Plz Unit 151,Ashburn,VA
4 - Alexandria,20166-2417, 08/20/2012,Chuck E Cheeses,43166,21025 Dulles Town Cir,Dulles,VA
4 - Alexandria,20147-2408, 08/20/2012,Aramark Corp,43576,19700 Helix Dr,Ashburn,VA
6 - Richmond,23060, 08/20/2012,Keagans Restaurant & Tavern & Augies Cafe,67809,2251 Old Brick Rd,Glen Allen,VA
4 - Alexandria,20171-3709, 08/20/2012,Food Lion 1322,9843,3059 Centreville Rd,Herndon,VA
4 - Alexandria,20170-4679, 08/20/2012,OSullivans Irish Pub,64316,754 Elden St Ste 102,Herndon,VA
4 - Alexandria,20170, 08/20/2012,Bestway Herndon Supermarket,19897,690 Elden St,Herndon,VA
4 - Alexandria,20170-5226, 08/20/2012,Courtyard By Marriott,43565,533 Herndon Pkwy,Herndon,VA
4 - Alexandria,20170-5202, 08/20/2012,Hyatt Summerfield Suites,29855,467 Herndon Pkwy,Herndon,VA
4 - Alexandria,20170-4305, 08/20/2012,Houlihans,75377,2200 Centreville Rd,Herndon,VA
4 - Alexandria,20171-3026, 08/20/2012,Chaopraya Thai Cuisine,4032,2465 Centreville Rd Ste J1,Herndon,VA
4 - Alexandria,20151-2118, 08/20/2012,Target Store T 1827,45149,14391 Chantilly Crossing Ln,Chantilly,VA
4 - Alexandria,20120-2415, 08/20/2012,Walgreens # 10331,64513,13926 Lee Hwy,Centreville,VA
1 - Roanoke,24354, 08/21/2012,Mi Puerto Mexican Restaurant,27655,1321 N Main St,Marion,VA
1 - Roanoke,24354, 08/21/2012,RR Stations,45541,234 E Main St,Marion,VA
1 - Roanoke,24382-1174, 08/21/2012,Ruby Tuesday 4225,16744,145 Commonwealth Dr,Wytheville,VA
1 - Roanoke,24151, 08/22/2012,Basket Creations & More,46520,230 Franklin St Ste 101,Rocky Mount,VA
1 - Roanoke,24121-5888, 08/22/2012,Pizza Pub,6504,16430 Booker T Wash Hwy Unit 10,Moneta,VA
1 - Roanoke,24121, 08/22/2012,Old Oak Cafe,79393,400 Scruggs Rd Ste 900,Moneta,VA
1 - Roanoke,24101-2604, 08/22/2012,The Westlake Golf & Country Club,74658,360 Chestnut Creek Dr,Hardy,VA
1 - Roanoke,24065, 08/22/2012,Cannadays Sav-a-bit,76301,24800 Virgil Good Hwy,Boones Mill,VA
1 - Roanoke,24151, 08/22/2012,Ruths Place,79713,18027 Virgil H Goode Hwy,Rocky Mount,VA
7 - Hampton,23602-6907, 08/23/2012,7 Eleven Store 2516 24852 H,36264,12101 Jefferson Ave,Newport News,VA
7 - Hampton,23601-1512, 08/23/2012,7 Eleven Store 2516 10841 H,6415,744 J Clyde Morris Blvd,Newport News,VA
7 - Hampton,23606-2593, 08/23/2012,Manhattans N Y Deli & Pub,19826,601 Thimble Shoals Blvd,Newport News,VA
7 - Hampton,23606, 08/23/2012,Al Fresco,7451,11710 Jefferson Ave  Ste A & B,Newport News,VA
7 - Hampton,23601, 08/23/2012,CVS Pharmacy # 7081,62178,11127 Jefferson Ave,Newport News,VA
7 - Hampton,23601-2712, 08/23/2012,Liquid Blue,8510,606 Dresden Dr,Newport News,VA
7 - Hampton,23605, 08/23/2012,Quick Pick,47477,9825 Jefferson Ave,Newport News,VA
7 - Hampton,23601, 08/23/2012,Hilton Tavern,67613,10184 Warwick Blvd,Newport News,VA
7 - Hampton,23607-5629, 08/23/2012,L & W Convenience,72465,607 18th St,Newport News,VA
7 - Hampton,23607-3811, 08/23/2012,Mini Mart,35378,2800 West Ave,Newport News,VA
7 - Hampton,23607-4623, 08/23/2012,Night & Day Super Market,72827,2209 Wickham Ave,Newport News,VA
7 - Hampton,23607-3448, 08/23/2012,Hawkins Quick Stop  2,74341,3208 Madison Ave Stop 2,Newport News,VA
7 - Hampton,23607-2117, 08/23/2012,Roadside Cafe,34843,4417 Jefferson Ave,Newport News,VA
7 - Hampton,23605-2630, 08/23/2012,A & S Food Mart,58977,5501 Marshall Ave,Newport News,VA
7 - Hampton,23605-1402, 08/23/2012,Newmarket Shell Shop,74779,5018 Mercury Blvd,Newport News,VA
7 - Hampton,23605-1560, 08/23/2012,Asia Grocery,39541,6139 Jefferson Ave,Newport News,VA
7 - Hampton,23601-2408, 08/23/2012,Lils Restaurant,31816,8 Gambol St,Newport News,VA
7 - Hampton,23601, 08/23/2012,Sky Mart 104,54398,11005 Jefferson Ave,Newport News,VA
7 - Hampton,23601-1512, 08/23/2012,Sandbar and Grill,26697,736 J Clyde Morris Blvd,Newport News,VA
7 - Hampton,23606-2877, 08/23/2012,The Arbors At Port Warwick,26191,1100 William Styron Sq S,Newport News,VA
7 - Hampton,23606, 08/24/2012,Skippers Mart & Deli,43004,2 Commercial Pl,Newport News,VA
5 - Fredericksburg,23117, 08/28/2012,Owens Creek Corner Store,42237,1534 Owens Creek Rd,Mineral,VA
7 - Hampton,23432, 08/28/2012,Tom & Jerrys III,64054,5933 Godwin Blvd,Suffolk,VA
7 - Hampton,23435-1906, 08/28/2012,E & C Enterprises Inc VA 653,69706,3701 Bridge Rd,Suffolk,VA
7 - Hampton,23435, 08/28/2012,Food Lion 1173,9826,3215 Bridge Rd,Suffolk,VA
7 - Hampton,23435, 08/28/2012,7 Eleven Store 2511 34142 A,62278,3879 bridge Rd,Suffolk,VA
7 - Hampton,23435-2751, 08/28/2012,Harborview Easy Quick,61277,6501 Townpoint Rd,Suffolk,VA
7 - Hampton,23435, 08/28/2012,Bella Napoli,63034,6550 Townpoint Rd,Suffolk,VA
7 - Hampton,23438-9733, 08/28/2012,Whaleyville Food Mart,67845,6500 Whaleyville Blvd,Suffolk,VA
6 - Richmond,23824, 08/28/2012,El Patron Mexican Restaurant,79602,1417 S Main St,Blackstone,VA
7 - Hampton,23605-2730, 08/28/2012,The Alley,54188,100 Newmarket Sq,Newport News,VA
7 - Hampton,23601, 08/28/2012,Cozzys Comedy Club & Tavern,54618,9700 Warwick Blvd,Newport News,VA
6 - Richmond,23805, 08/28/2012,Salem Market,67526,11420 S Crater Rd,Prince George,VA
7 - Hampton,23601, 08/28/2012,Nara of Japan,45052,10608 Warwick Blvd,Newport News,VA
4 - Alexandria,22003-6201, 08/29/2012,Pupuseria @ Willow Run Center,40119,6653 Little River Tpke Ste E,Annandale,VA
4 - Alexandria,22003-3302, 08/29/2012,Duck Changs Restaurant,15758,4427 John Marr Dr,Annandale,VA
4 - Alexandria,22041-3141, 08/29/2012,CVS Pharmacy # 1386,62857,3535 S Jefferson St,Baileys Crossroads,VA
4 - Alexandria,22203, 08/29/2012,Harris Teeter # 86,7439,600 N Glebe Rd,Arlington,VA
4 - Alexandria,22201-2807, 08/29/2012,Trader Joes 640,68002,1109 N Highland St,Arlington,VA
4 - Alexandria,20124-1335, 08/30/2012,The Clubhouse Lounge,47129,5801 Clifton Rd,Clifton,VA
7 - Hampton,23434-4507, 08/30/2012,Barons Pub Restaurant,25887,185 N Main St,Suffolk,VA
4 - Alexandria,22033-5179, 08/30/2012,BJs Wholesale Club 33,77809,13053 Fair Lakes Shopping Ctr,Fairfax,VA
4 - Alexandria,22033, 08/30/2012,"Pomodoro, Pasta, Pizza & More",4768,12152 Fairfax Towne Ctr,Fairfax,VA
4 - Alexandria,22030, 08/30/2012,Ozzies Corner Italian,66031,11880 Grand Commons Ave,Fairfax,VA
4 - Alexandria,22015-3132, 08/30/2012,Giant Food Store # 757,7803,9550 Burke Rd,Burke,VA
4 - Alexandria,22204-2906, 08/30/2012,Oriental Super Market,47926,5001 Columbia Pike,Arlington,VA
4 - Alexandria,22204-3010, 08/30/2012,Asian Grocery Market,56874,4809 Columbia Pike,Arlington,VA
4 - Alexandria,22151, 08/30/2012,Super Mercado La Colonia,41150,6971 Hechinger Dr,Springfield,VA
4 - Alexandria,22206-3424, 08/30/2012,Carlyle Grand Cafe/Best Buns,72391,4000 Campbell Ave,Arlington,VA
4 - Alexandria,22151-2102, 08/30/2012,Rite Aid Pharmacy 3734,50635,5230 Port Royal Rd,Springfield,VA
4 - Alexandria,22202, 08/30/2012,Lebanese Taverna,11326,1101 S Joyce St Ste B30,Arlington,VA
4 - Alexandria,22002-2067, 08/30/2012,Noodles & Co,15657,1201 S Joyce St # C 3,Arlington,VA
4 - Alexandria,22015-3152, 08/30/2012,Duk Wo,64374,9570 Burke Rd J,Burke,VA
4 - Alexandria,22202-5008, 08/30/2012,Heather Market,68475,801 15th St S,Arlington,VA
4 - Alexandria,22202-2862, 08/30/2012,Costco Wholesale 233,13755,1200 S Fern St,Arlington,VA
4 - Alexandria,22150, 08/30/2012,TGI Friday,2058,6751B Frontier Dr,Springfield,VA
4 - Alexandria,22310-2521, 08/30/2012,CVS Pharmacy # 2374,62821,6150 Franconia Rd,Alexandria,VA
4 - Alexandria,22310-3205, 08/30/2012,The Bungalow Billards & Brew Co,26891,7003C Manchester Blvd,Franconia,VA
4 - Alexandria,22202-2720, 08/30/2012,Crystal Pallas Cafe & Grill,77143,556 22nd St S,Arlington,VA
4 - Alexandria,22202-2518, 08/30/2012,La Bettola Italiano,64955,558 23rd St S,Arlington,VA
4 - Alexandria,22202-2517, 08/30/2012,Bonsai Grill,38411,553 23rd St S,Arlington,VA
4 - Alexandria,22315-5003, 08/30/2012,CVS Pharmacy # 2278,62816,6400 Landsdowne Ctr,Alexandria,VA
4 - Alexandria,22202-3324, 08/30/2012,King Street Blues,11181,1648 Crystal Square Arc,Arlington,VA
4 - Alexandria,22310-1901, 08/30/2012,Safeway Store 1285,58195,6130 Rose Hill Dr,Alexandria,VA
4 - Alexandria,22310-1901, 08/30/2012,Rite Aid Pharmacy 3653,50585,6100 Rose Hill Dr,Alexandria,VA
4 - Alexandria,22303-1508, 08/30/2012,Maggios Italiano & Latino Cuisine,65316,2258 Huntington Ave,Alexandria,VA
4 - Alexandria,22315, 08/30/2012,Aditi Indian Dining,59798,5926 Kingstowne Ctr Ste 150,Alexandria,VA
4 - Alexandria,22201, 08/30/2012,Sibarita Restaurant,69363,2716 Washington Blvd,Arlington,VA
4 - Alexandria,22122-0970, 08/30/2012,Parkway Express,14297,8105 Loisdale Rd,Newington,VA
4 - Alexandria,22153, 08/30/2012,Boston Restaurant,39447,7375 Boston Blvd,Springfield,VA
4 - Alexandria,22201, 08/30/2012,Namviet Restaurant,42392,1127 N Hudson St,Arlington,VA
4 - Alexandria,22205-2923, 08/30/2012,Rite Aid Pharmacy 3680,46285,5841 Washington Blvd,Arlington,VA
4 - Alexandria,22205-2924, 08/30/2012,Lost Dog Westover Gourmet Pizza Deli,39467,5876 Washington Blvd Ste 5878,Arlington,VA
4 - Alexandria,22201-4415, 08/30/2012,Abdul Taste of Morocco,47797,3211 Washington Blvd,Arlington,VA
4 - Alexandria,22202-2803, 08/30/2012,Doubletree Hotel National Airport Crystal City,52616,300 Army Navy Dr,Arlington,VA
4 - Alexandria,22202-3301, 08/30/2012,Mortons of Chicago,13675,1631 Crystal Square Arc,Arlington,VA
4 - Alexandria,22041-2309, 08/30/2012,Aphrodite Greek Imports,38935,5886 Leesburg Pike,Falls Church,VA
7 - Hampton,23436, 08/30/2012,Vintage Tavern,39567,1900 Governors Pointe Dr,Suffolk,VA
7 - Hampton,23434-8298, 08/30/2012,Iron Chef,64529,1024 Centerbrooke Ln Ste B,Suffolk,VA
7 - Hampton,23434-7231, 08/30/2012,Miller Mart # 55,77502,2872 Pruden Blvd,Suffolk,VA
7 - Hampton,23434, 08/30/2012,Holiday Food Store,50904,3600 Pruden Blvd,Suffolk,VA
7 - Hampton,23434-4348, 08/30/2012,Southern Food Store #9,13365,2109 N Main St,Suffolk,VA
7 - Hampton,23434-4321, 08/30/2012,Wal Mart Supercenter # 1687,16153,1200 N Main St,Suffolk,VA
7 - Hampton,23434-4352, 08/30/2012,Rite Aid # 11261,76996,1405 N Main St,Suffolk,VA
7 - Hampton,23434-8728, 08/30/2012,Wilco # 797,46388,1139 Carolina Rd,Suffolk,VA
7 - Hampton,23434, 08/30/2012,Red Barn Food Store,59775,106 Pinner St,Suffolk,VA
7 - Hampton,23434-6313, 08/30/2012,Rite Aid # 11259,77001,1240 Holland Rd,Suffolk,VA
7 - Hampton,23434-6313, 08/30/2012,Georges Steak House,74993,1260 Holland Rd,Suffolk,VA
7 - Hampton,23434, 08/30/2012,7 Eleven Store 2511 33662 A,59198,2317 Holland Rd,Suffolk,VA
4 - Alexandria,22030-5013, 08/31/2012,Kmart # 3467,74807,4080 Jermantown Rd,Fairfax,VA
4 - Alexandria,22030-2321, 08/31/2012,7 Eleven Store 2581 34684 H,68875,9625 Fairfax Blvd,Fairfax,VA
4 - Alexandria,22031-2321, 08/31/2012,7 Eleven Store 34684 A,78714,9617 Fairfax Blvd,Fairfax,VA
4 - Alexandria,22030-3301, 08/31/2012,Have a Bite Eatery,24475,10416 Main St,Fairfax,VA
4 - Alexandria,22030, 08/31/2012,Bellissimo Restaurant,61239,10403 Main St,Fairfax,VA
4 - Alexandria,22030-3323, 08/31/2012,Bollywood Bistro,60174,3955 Chain Bridge Rd Ste 101,Fairfax,VA
2 - Lynchburg,24522, 08/31/2012,El Cazador Mexican Restaurant,79807,7799 Richmond Hwy,Appomattox,VA
4 - Alexandria,22030-4311, 08/31/2012,Thai by Thai,67498,10955 Fairfax Blvd Ste 108,Fairfax,VA
4 - Alexandria,22030-4443, 08/31/2012,Mason Inn Conference Center & Hotel,79644,4352 Mason Pond Dr,Fairfax,VA
4 - Alexandria,22030-4443, 08/31/2012,Mason Inn Conference Center & Hotel,79643,4352 Mason Pond Dr,Fairfax,VA
2 - Lynchburg,23963, 08/31/2012,Red House Market,79387,6999 Rolling Hill Road,Red House,VA
2 - Lynchburg,23959, 08/31/2012,Canada's Service Center,79486,6820 Main St,Phenix,VA
2 - Lynchburg,23959, 08/31/2012,Old Well Grocery,4502,4617 Pillow Rd,Phenix,VA
2 - Lynchburg,23962-3415, 08/31/2012,Scuffletown Grocery,67486,5859 Scuffletown Road,Randolph,VA
4 - Alexandria,22151, 08/31/2012,Kilroys,31466,5250 ABC Port Royal Rd,Springfield,VA
4 - Alexandria,22031-4032, 08/31/2012,Trader Joes,3073,9464 Main St Ste 5A,Fairfax,VA
4 - Alexandria,22031-4032, 08/31/2012,CVS Pharmacy # 2003,62949,9480 Main St,Fairfax,VA
4 - Alexandria,22031, 08/31/2012,Total Wine and More,38053,9484 Main St,Fairfax,VA
4 - Alexandria,22030, 08/31/2012,Buffalo Wing University,33037,10312 Willard Way,Fairfax,VA
4 - Alexandria,22030-2508, 08/31/2012,Safeway  4001,43657,10350 Willard Way,Fairfax,VA
4 - Alexandria,22030-2507, 08/31/2012,7 Eleven Store 2581 10647 B,61223,3910 University Dr,Fairfax,VA
4 - Alexandria,22030, 08/31/2012,The Wine House,49111,3950 University Dr Ste 212,Fairfax,VA
4 - Alexandria,22030-2704, 08/31/2012,Chain Bridge Shell,66672,3560 Chain Bridge Rd,Fairfax,VA
4 - Alexandria,22030-4104, 08/31/2012,Red Hot & Blue Restaurant,77146,4150 Chain Bridge Rd,Fairfax,VA
7 - Hampton,23602, 09/04/2012,Happy Shopper,79104,12100 Jefferson Ave,Newport News,VA
7 - Hampton,23602-6909, 09/04/2012,Applebees Neighborhood Grill & Bar,50377,12235 Jefferson Ave,Newport News,VA
7 - Hampton,23602, 09/04/2012,Red City Buffet,46237,12551 Jefferson Ave Ste 109,Newport News,VA
7 - Hampton,23608, 09/04/2012,7 Eleven Store 2516 33619 B,64564,12801 Jefferson Ave,Newport News,VA
7 - Hampton,23608-1578, 09/04/2012,Food Lion 457,9699,15435 Warwick Blvd,Newport News,VA
7 - Hampton,23608-2651, 09/04/2012,Chung Oak Restaurant,62425,15320 Warwick Blvd Ste B,Newport News,VA
7 - Hampton,23602, 09/04/2012,Jani Food Mart,19105,13508 Warwick Blvd,Newport News,VA
7 - Hampton,23602-8344, 09/04/2012,7 Eleven Store 2516 15939 A,67936,13131 Warwick Blvd,Newport News,VA
7 - Hampton,23606-1800, 09/04/2012,Inique,46915,12715 Warwick Blvd Ste D,Newport News,VA
7 - Hampton,23602, 09/04/2012,Race Way,65699,341 Oyster Point Rd,Newport News,VA
7 - Hampton,23602-6918, 09/04/2012,7 Eleven Store 2516 32652 B,53183,408 Oyster Point Rd,Newport News,VA
7 - Hampton,23602, 09/04/2012,Kappo Nara Restaurant,66995,550 Oyster Point Rd,Newport News,VA
7 - Hampton,23606, 09/04/2012,Asian Grill,48618,12442 Warwick Blvd Ste A,Newport News,VA
7 - Hampton,23606, 09/04/2012,Sweetbriar Pit Stop,62590,12330 Warwick Blvd,Newport News,VA
