Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”,Name: “Table 1 of 1 on page 12 of 128”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
01514,SWOOPE VOL. FIRE DEPT.,SWOOPE VOL. FIRE DEPT.,SWOOPE VOL. FIRE DEPT.,,,,,,,,,,
Count,16,18,17,29,19,41,23,13,13,12,22,16,239
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,8,11,12,9,5,8,5,4,5,12,15,106
01518,NEW HOPE,,,,,,,,,,,,
Count,16,8,15,14,17,33,25,26,15,12,14,17,212
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,11,9,12,10,7,12,6,12,8,8,9,114
,DOOMS/WILSON VOL.FIRE,DOOMS/WILSON VOL.FIRE,DOOMS/WILSON VOL.FIRE,,,,,,,,,,
01519,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,2,8,8,6,6,22,10,8,7,7,12,8,104
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,16,7,7,6,4,16,10,8,8,5,4,96
01521,MT SOLON,,,,,,,,,,,,
Count,23,16,24,29,21,32,30,22,20,23,21,34,295
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,3,3,2,6,3,2,1,4,5,33
Page 12 of 128,Page 12 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
