Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”,Name: “Table 1 of 1 on page 67 of 128”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,MADISON FIRE,MADISON FIRE,,,,,,,,,,,
11301,,,,,,,,,,,,,
,DEPARTMENT INC.,DEPARTMENT INC.,,,,,,,,,,,
Count,26,26,32,37,24,36,30,25,21,24,19,27,327
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,,,,,,,,,,
Count,25,21,14,17,22,33,33,22,16,26,27,14,270
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,0,0,0,0,1,2
11701,BOYDTON VOL. FIRE DEPT.,BOYDTON VOL. FIRE DEPT.,BOYDTON VOL. FIRE DEPT.,,,,,,,,,,
Count,3,6,5,3,4,10,15,7,3,9,4,4,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,9,9,3,7,6,15,12,7,5,9,10,99
,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,,,,,,,,,,
11702,,,,,,,,,,,,,
Count,0,2,2,3,3,1,4,0,1,4,0,3,23
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,1,0,1
Aid Given,1,1,1,1,0,3,4,1,2,2,0,2,18
Page 67 of 128,Page 67 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:49 EDT 2013,Thu Mar 14 07:32:49 EDT 2013
