Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”,Name: “Table 1 of 1 on page 107 of 128”
Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,TOWN OF TAZEWELL FIRE,TOWN OF TAZEWELL FIRE,TOWN OF TAZEWELL FIRE,,,,,,,,,,
18507,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,7,9,11,15,12,32,20,5,17,15,5,11,159
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,0,0,1,1,1,1,2,0,0,0,9
,BURKES GARDEN VOL. FIRE,BURKES GARDEN VOL. FIRE,BURKES GARDEN VOL. FIRE,,,,,,,,,,
18510,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,0,0,0,0,1,1,0,0,0,0,0,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,1,1,1,1,0,0,0,0,1,0,0,6
Aid Given,0,0,0,0,0,0,1,1,0,0,0,0,2
18517,CEDAR BLUFF FIRE EMS,CEDAR BLUFF FIRE EMS,CEDAR BLUFF FIRE EMS,,,,,,,,,,
Count,1,1,2,3,3,5,2,2,1,2,1,4,27
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,0,1,0,0,0,2
18700,Warren Co. Fire & Rescue,Warren Co. Fire & Rescue,,,,,,,,,,,
Count,57,53,44,37,39,40,38,33,29,25,39,21,455
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,19,15,6,5,10,17,6,6,7,7,6,8,112
Page 107 of 128,Page 107 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:33:31 EDT 2013,Thu Mar 14 07:33:31 EDT 2013
