Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”,Name: “Table 1 of 1 on page 127 of 128”
Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
84000,Public Safety Building,Public Safety Building,,,,,,,,,,,
Count,402,428,418,400,498,501,443,419,398,470,385,420,"5,182"
Exposures,2,1,0,0,1,0,0,0,0,0,0,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,54,37,42,35,43,39,44,40,44,55,41,34,508
,Metro Wash Airports Authority,Metro Wash Airports Authority,Metro Wash Airports Authority,,,,,,,,,,
92002,,,,,,,,,,,,,
Count,330,301,355,350,410,400,457,390,349,361,353,358,"4,414"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,65,102,79,60,101,69,78,81,65,63,59,58,880
92005,RIA ARFF STATION,RIA ARFF STATION,,,,,,,,,,,
Count,36,34,41,46,53,69,51,53,46,33,42,33,537
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,1,0,2,3,0,0,8
92007,Shenandoah Valley Airport,Shenandoah Valley Airport,Shenandoah Valley Airport,,,,,,,,,,
Count,0,0,0,1,0,1,1,1,0,1,2,0,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,1,1,0,1,0,0,0,1,0,0,1,6
Aid Given,0,0,0,0,0,0,0,1,0,0,0,0,1
Page 127 of 128,Page 127 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:36:05 EDT 2013,Thu Mar 14 07:36:05 EDT 2013
