Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”,Name: “Table 1 of 1 on page 100 of 128”
Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
17123,New Market Fire Department,New Market Fire Department,New Market Fire Department,,,,,,,,,,
Count,0,0,0,0,0,0,2,3,0,0,0,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
17151,STRASBURG VOL. FIRE,STRASBURG VOL. FIRE,,,,,,,,,,,
Count,30,34,23,32,17,43,41,26,0,4,12,3,265
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,13,12,4,1,7,1,1,0,2,3,0,52
17301,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,4,5,3,4,8,5,1,4,8,3,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,3,0,0,2,1,0,1,0,0,0,8
,CHILHOWIE FIRE,CHILHOWIE FIRE,,,,,,,,,,,
17303,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,86,79,75,77,73,85,106,76,77,77,93,86,990
Exposures,0,0,0,0,0,0,0,0,0,0,0,2,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,1,0,1,1,0,0,1,1,7
Page 100 of 128,Page 100 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:54 EDT 2013,Thu Mar 14 07:32:54 EDT 2013
