Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”,Name: “Table 1 of 1 on page 81 of 128”
Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14309,RINGGOLD,,,,,,,,,,,,
Count,59,69,62,63,63,62,83,69,77,75,43,83,808
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,8,14,14,7,9,3,11,5,12,7,7,108
14310,BACHELORS HALL,BACHELORS HALL,,,,,,,,,,,
Count,14,13,17,13,7,16,5,0,0,0,1,0,86
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
14311,CHATHAM,,,,,,,,,,,,
Count,15,21,15,15,19,18,20,24,11,19,19,16,212
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,4,3,3,7,3,0,2,3,3,3,39
14312,GRETNA,,,,,,,,,,,,
Count,22,15,12,22,16,19,28,11,6,10,20,23,204
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,6,5,1,0,1,0,1,2,2,2,25
Page 81 of 128,Page 81 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:51 EDT 2013,Thu Mar 14 07:32:51 EDT 2013
