Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”,Name: “Table 1 of 1 on page 3 of 128”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00104,ATLANTIC VOL. FIRE DEPT.,ATLANTIC VOL. FIRE DEPT.,ATLANTIC VOL. FIRE DEPT.,,,,,,,,,,
Count,8,6,14,4,15,9,17,13,7,14,11,12,130
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,22,16,32,27,26,17,31,29,29,28,29,307
00106,BLOXOM VOL. FIRE DEPT.,BLOXOM VOL. FIRE DEPT.,BLOXOM VOL. FIRE DEPT.,,,,,,,,,,
Count,11,4,10,8,3,2,4,0,0,2,10,9,63
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,6,0,3,2,1,1,0,0,0,11,7,37
00107,"Parksley Vol. Fire Co., Inc.","Parksley Vol. Fire Co., Inc.","Parksley Vol. Fire Co., Inc.",,,,,,,,,,
Count,14,9,10,17,9,7,3,0,0,0,0,0,69
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,1,4,11,3,3,2,0,0,0,0,0,30
00108,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,8,6,5,8,9,9,10,7,8,9,6,11,96
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,9,8,12,6,7,1,0,1,5,13,15,85
Page 3 of 128,Page 3 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:22 EDT 2013,Thu Mar 14 07:31:22 EDT 2013
