Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”,Name: “Table 1 of 1 on page 87 of 128”
Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
15503,FAIRLAWN VOL. FIRE DEPT.,FAIRLAWN VOL. FIRE DEPT.,FAIRLAWN VOL. FIRE DEPT.,,,,,,,,,,
Count,6,5,7,7,4,32,20,6,11,8,0,0,106
Exposures,0,0,0,2,0,0,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,0,0,2,4,3,2,1,0,0,14
15504,HIWASSEE VOL. FIRE DEPT.,HIWASSEE VOL. FIRE DEPT.,HIWASSEE VOL. FIRE DEPT.,,,,,,,,,,
Count,0,2,1,2,3,6,7,2,1,2,6,0,32
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,0,0,0,0,0,0,0,0,0,0,1,2
Aid Given,0,0,0,0,0,1,1,0,3,0,1,0,6
15505,NEWBERN VOL. FIRE DEPT.,NEWBERN VOL. FIRE DEPT.,NEWBERN VOL. FIRE DEPT.,,,,,,,,,,
Count,8,15,10,2,9,25,10,2,11,8,5,11,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,4,0,0,3,2,0,5,1,2,3,24
15506,PULASKI FIRE DEPARTMENT,PULASKI FIRE DEPARTMENT,PULASKI FIRE DEPARTMENT,,,,,,,,,,
Count,17,30,35,21,33,51,52,37,27,25,38,23,389
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,1,1,1,1,1,1,4,2,13
Page 87 of 128,Page 87 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:52 EDT 2013,Thu Mar 14 07:32:52 EDT 2013
