Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”,Name: “Table 1 of 1 on page 5 of 128”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00118,ONLEY VOL. FIRE DEPT.,ONLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,2,5,0,0,1,4,5,2,3,1,0,27
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,4,1,0,1,5,2,4,1,6,4,0,36
00121,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,,,,,,,,,,
Count,7,4,8,8,2,5,3,7,5,8,8,3,68
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
00300,Albemarle Co.Fire Rescue,Albemarle Co.Fire Rescue,,,,,,,,,,,
Count,925,506,513,484,472,"1,061","1,231","1,003",847,970,949,"1,107","10,068"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,19,12,19,17,6,18,22,16,12,11,4,9,165
,BOILING SPRINGS VOL. FIRE,BOILING SPRINGS VOL. FIRE,BOILING SPRINGS VOL. FIRE,,,,,,,,,,
00501,,,,,,,,,,,,,
,DEPT,,,,,,,,,,,,
Count,12,15,9,14,11,11,24,12,13,13,16,17,167
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,1,0,1,0,0,0,0,0,3
Page 5 of 128,Page 5 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:22 EDT 2013,Thu Mar 14 07:31:22 EDT 2013
