Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”,Name: “Table 1 of 1 on page 64 of 128”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
10710,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,,,,,,,,,,
Count,11,23,13,15,21,33,32,20,22,20,18,21,249
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,2,5,2,2,4,3,3,1,5,3,36
,STERLING PARK VOL. FIRE,STERLING PARK VOL. FIRE,STERLING PARK VOL. FIRE,,,,,,,,,,
10711,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,268,217,248,269,252,278,266,250,260,264,250,233,"3,055"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,0,2,0,2,1,1,4,1,4,8,30
,LOVETTSVILLE VOL. FIRE,LOVETTSVILLE VOL. FIRE,LOVETTSVILLE VOL. FIRE,,,,,,,,,,
10712,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,32,24,16,17,20,35,26,25,20,50,19,24,308
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,2,2,4,6,4,4,1,4,7,1,39
,NEERSVILLE VOL. VOL. FIRE,NEERSVILLE VOL. VOL. FIRE,NEERSVILLE VOL. VOL. FIRE,,,,,,,,,,
10716,,,,,,,,,,,,,
,DEPT,,,,,,,,,,,,
Count,22,11,11,7,12,18,30,12,3,17,12,11,166
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,5,6,6,2,2,2,2,3,1,13,9,60
Page 64 of 128,Page 64 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:20 EDT 2013,Thu Mar 14 07:32:20 EDT 2013
