Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”,Name: “Table 1 of 1 on page 57 of 128”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
09304,Windsor Vol. Fire Dept.,Windsor Vol. Fire Dept.,,,,,,,,,,,
Count,18,24,8,19,12,23,23,18,15,15,14,15,204
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,2,0,2,2,1,1,1,0,0,0,11
09305,Rushmere Vol. Fire Dept.,Rushmere Vol. Fire Dept.,,,,,,,,,,,
Count,4,2,4,3,3,3,4,1,0,3,4,4,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,2,1,2,0,1,0,0,0,0,8
,James City Co. Fire,James City Co. Fire,,,,,,,,,,,
09500,,,,,,,,,,,,,
,Department,,,,,,,,,,,,
Count,633,612,649,684,852,791,817,763,682,745,663,737,"8,628"
Exposures,0,0,0,4,0,6,0,0,0,0,0,4,14
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,49,47,38,51,63,69,56,62,43,50,39,47,614
,CENTRAL KING & QUEEN,CENTRAL KING & QUEEN,CENTRAL KING & QUEEN,,,,,,,,,,
09701,,,,,,,,,,,,,
,VOL. FIRE,,,,,,,,,,,,
Count,2,2,5,0,2,2,0,1,2,1,2,1,20
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,1,0,0,1,0,0,0,0,0,2
Aid Given,1,0,0,0,1,2,0,1,1,1,0,0,7
Page 57 of 128,Page 57 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:19 EDT 2013,Thu Mar 14 07:32:19 EDT 2013
