Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”,Name: “Table 1 of 1 on page 42 of 128”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
06706,Glade Hill Fire Dept.,Glade Hill Fire Dept.,,,,,,,,,,,
Count,6,12,2,12,8,13,9,8,9,7,12,13,111
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,3,5,5,5,9,12,6,7,5,7,6,78
,ROCKY MOUNT FIRE,ROCKY MOUNT FIRE,,,,,,,,,,,
06707,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,16,24,24,33,27,42,35,12,27,30,29,34,333
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,10,3,2,3,3,6,3,4,9,7,2,56
06708,SCRUGGS VOL. FIRE DEPT.,SCRUGGS VOL. FIRE DEPT.,SCRUGGS VOL. FIRE DEPT.,,,,,,,,,,
Count,8,8,6,5,12,10,11,7,11,2,9,8,97
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,4,2,2,11,3,7,6,1,1,6,2,50
,Smith Mountain Dock & Lodge,Smith Mountain Dock & Lodge,Smith Mountain Dock & Lodge,,,,,,,,,,
06709,,,,,,,,,,,,,
Count,7,13,18,20,25,14,20,12,2,0,0,0,131
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,1,0,0,2
Page 42 of 128,Page 42 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:50 EDT 2013,Thu Mar 14 07:31:50 EDT 2013
