Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”,Name: “Table 1 of 1 on page 65 of 128”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
10901,BUMPASS VOL. FIRE DEPT.,BUMPASS VOL. FIRE DEPT.,BUMPASS VOL. FIRE DEPT.,,,,,,,,,,
Count,7,5,6,6,5,9,3,10,5,4,7,10,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,8,9,4,5,4,5,7,8,6,13,8,82
10902,HOLLY GROVE FIRE DEPT.,HOLLY GROVE FIRE DEPT.,HOLLY GROVE FIRE DEPT.,,,,,,,,,,
Count,16,16,14,10,8,26,15,16,16,0,0,0,137
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,12,11,13,8,9,20,12,10,0,0,0,115
,LOCUST CREEK VOL. FIRE,LOCUST CREEK VOL. FIRE,LOCUST CREEK VOL. FIRE,,,,,,,,,,
10903,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,12,9,5,14,10,17,22,10,0,6,8,7,120
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,10,8,10,7,5,10,18,0,8,12,5,108
10904,LOUISA VOL. FIRE DEPT.,LOUISA VOL. FIRE DEPT.,LOUISA VOL. FIRE DEPT.,,,,,,,,,,
Count,34,42,30,5,7,8,1,3,45,52,0,0,227
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,23,14,8,1,6,8,0,1,27,15,0,0,103
Page 65 of 128,Page 65 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:20 EDT 2013,Thu Mar 14 07:32:20 EDT 2013
