Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”,Name: “Table 1 of 1 on page 8 of 128”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00901,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,,,,,,,,,,
Count,14,14,13,12,20,10,26,14,10,6,13,18,170
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,3,6,3,1,9,5,2,5,3,4,4,53
,MONELISON VOLUNTEER,MONELISON VOLUNTEER,MONELISON VOLUNTEER,,,,,,,,,,
00902,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,26,38,34,31,31,37,0,35,0,32,37,32,333
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,4,4,2,1,4,0,2,0,3,5,4,34
00903,Pedlar Fire & Rescue,Pedlar Fire & Rescue,,,,,,,,,,,
Count,4,7,3,2,2,2,9,2,1,1,3,3,39
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,2,3,3,2,3,2,4,2,1,5,2,34
,APPOMATTOX VOL. FIRE,APPOMATTOX VOL. FIRE,APPOMATTOX VOL. FIRE,,,,,,,,,,
01101,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,12,20,23,16,17,29,22,24,18,22,14,23,240
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,0,3,0,0,0,0,3,0,8
Page 8 of 128,Page 8 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
