Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”,Name: “Table 1 of 1 on page 27 of 128”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,CHARLES CITY,CHARLES CITY,,,,,,,,,,,
03601,,,,,,,,,,,,,
,VOL.FIRE/EMS DEPT,VOL.FIRE/EMS DEPT,,,,,,,,,,,
Count,65,56,57,47,45,49,64,41,46,48,41,60,619
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,1,0,0,0,1,0,0,0,4
03702,CHARLOTTE CT. HOUSE,CHARLOTTE CT. HOUSE,,,,,,,,,,,
Count,15,16,9,17,9,8,19,13,12,22,13,8,161
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,1,6,4,4,4,2,0,0,3,0,29
,Drakes Branch Vol. Fire Dept.,Drakes Branch Vol. Fire Dept.,Drakes Branch Vol. Fire Dept.,,,,,,,,,,
03704,,,,,,,,,,,,,
Count,13,17,13,5,11,21,12,5,1,3,1,2,104
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,2,2,4,0,0,0,2,2,3,20
03707,RED HOUSE VOL. FIRE,RED HOUSE VOL. FIRE,,,,,,,,,,,
Count,2,3,8,7,0,12,18,3,2,1,0,0,56
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,1,0,0,3,1,1,0,0,0,7
Page 27 of 128,Page 27 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:27 EDT 2013,Thu Mar 14 07:31:27 EDT 2013
