Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”,Name: “Table 1 of 1 on page 97 of 128”
Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,COPPER CREEK-MOCCASIN,COPPER CREEK-MOCCASIN,COPPER CREEK-MOCCASIN,,,,,,,,,,
16706,,,,,,,,,,,,,
,VFD,,,,,,,,,,,,
Count,2,10,9,5,7,4,8,0,0,0,0,0,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,4,1,1,0,0,0,0,0,6
16901,Duffield Fire & Rescue,Duffield Fire & Rescue,,,,,,,,,,,
Count,17,6,9,10,9,12,18,17,10,4,10,15,137
Exposures,0,0,0,0,0,0,0,0,0,0,0,2,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,1,0,1,1,2,0,1,1,9
16902,Dungannon Fire,Dungannon Fire,,,,,,,,,,,
Count,1,3,3,0,0,0,2,0,0,0,0,0,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
16903,Gate City,,,,,,,,,,,,
Count,10,12,17,2,17,26,16,23,12,19,10,21,185
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,7,4,4,2,10,4,3,1,6,4,51
Page 97 of 128,Page 97 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:53 EDT 2013,Thu Mar 14 07:32:53 EDT 2013
