Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”,Name: “Table 1 of 1 on page 47 of 128”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
07706,RUGBY FIRE DEPT.,RUGBY FIRE DEPT.,,,,,,,,,,,
Count,4,3,3,3,0,0,0,0,0,0,0,0,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,0,0,0,0,0,0,0,0,3
,RUCKERSVILLE VOL. FIRE,RUCKERSVILLE VOL. FIRE,RUCKERSVILLE VOL. FIRE,,,,,,,,,,
07901,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,55,59,58,44,30,55,45,0,0,0,0,0,346
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,4,0,1,0,0,0,0,0,0,5
07902,Stanardsville Vol. Fire Co.,Stanardsville Vol. Fire Co.,,,,,,,,,,,
Count,27,53,31,28,26,27,20,19,20,42,26,37,356
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,22,19,16,11,20,19,15,15,24,19,27,228
07903,"DYKE VOL. FIRE DEPT., INC.","DYKE VOL. FIRE DEPT., INC.","DYKE VOL. FIRE DEPT., INC.",,,,,,,,,,
Count,6,6,6,7,4,2,4,7,8,19,6,4,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,17,13,16,8,8,10,7,9,11,12,12,137
Page 47 of 128,Page 47 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:16 EDT 2013,Thu Mar 14 07:32:16 EDT 2013
