Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”,Name: “Table 1 of 1 on page 99 of 128”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
17112,WOODSTOCK FIRE DEPT.,WOODSTOCK FIRE DEPT.,WOODSTOCK FIRE DEPT.,,,,,,,,,,
Count,25,33,21,15,28,41,46,38,31,44,30,24,376
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,22,15,14,8,7,6,14,10,10,12,15,9,142
,FORT VALLEY VOL. FIRE,FORT VALLEY VOL. FIRE,FORT VALLEY VOL. FIRE,,,,,,,,,,
17114,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,16,13,13,11,9,13,8,0,0,0,0,0,83
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,2,0,1,1,0,0,0,0,5
17115,Edinburg Fire Department,Edinburg Fire Department,,,,,,,,,,,
Count,28,22,29,14,17,25,18,25,20,17,11,17,243
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,12,7,9,11,7,14,10,13,8,14,12,126
,ORNKEY SPRINGS VOL. FIRE,ORNKEY SPRINGS VOL. FIRE,ORNKEY SPRINGS VOL. FIRE,,,,,,,,,,
17118,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,25,32,24,20,25,27,30,28,22,41,37,25,336
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,2,0,0,1,0,0,3
Page 99 of 128,Page 99 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:54 EDT 2013,Thu Mar 14 07:32:54 EDT 2013
