Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”,Name: “Table 1 of 1 on page 84 of 128”
Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14503,MACON FIRE DEPT.,MACON FIRE DEPT.,,,,,,,,,,,
Count,7,10,8,6,6,6,11,10,6,5,7,0,82
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,1,0,0,1,0,0,3
14504,FINE CREEK VOL. FIRE,FINE CREEK VOL. FIRE,,,,,,,,,,,
Count,39,29,37,23,30,51,38,27,32,22,9,0,337
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,3,3,3,3,2,2,1,1,0,0,25
14505,DEEP CREEK VOL. FIRE,DEEP CREEK VOL. FIRE,,,,,,,,,,,
Count,32,19,20,13,13,24,20,15,10,8,10,1,185
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,6,4,4,1,9,3,0,5,6,3,0,53
,HAMPDEN-SYDNEY VOL.,HAMPDEN-SYDNEY VOL.,HAMPDEN-SYDNEY VOL.,,,,,,,,,,
14702,,,,,,,,,,,,,
,FIRE DEPT.,,,,,,,,,,,,
Count,4,9,2,6,2,10,8,4,4,2,4,2,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,1,6,3,3,4,2,2,3,4,1,34
Page 84 of 128,Page 84 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:51 EDT 2013,Thu Mar 14 07:32:51 EDT 2013
