Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”,Name: “Table 1 of 1 on page 115 of 128”
Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,MAX MEADOWS VOL. FIRE,MAX MEADOWS VOL. FIRE,MAX MEADOWS VOL. FIRE,,,,,,,,,,
19703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,11,8,11,11,11,13,11,10,12,10,10,14,132
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,0,1,0,0,0,0,1,1,0,5
,RURAL RETREAT VOL. FIRE,RURAL RETREAT VOL. FIRE,RURAL RETREAT VOL. FIRE,,,,,,,,,,
19704,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,9,8,8,13,11,13,11,16,15,12,9,10,135
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,0,0,0,0,0,0,0,1,1,5
19705,SPEEDWELL VOL. FIRE,SPEEDWELL VOL. FIRE,,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,3,0,0,3
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
19706,WYTHEVILLE,,,,,,,,,,,,
Count,10,14,19,18,22,31,22,20,11,12,23,10,212
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 115 of 128,Page 115 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:33:32 EDT 2013,Thu Mar 14 07:33:32 EDT 2013
