Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”,Name: “Table 1 of 1 on page 125 of 128”
Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125,Table: 125
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
78000,SOUTH BOSTON FIRE DEPT.,SOUTH BOSTON FIRE DEPT.,SOUTH BOSTON FIRE DEPT.,,,,,,,,,,
Count,175,183,213,172,172,155,144,160,169,163,160,176,"2,042"
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,2,1,0,1,3,0,1,0,0,1,11
79000,Staunton Fire Department,Staunton Fire Department,,,,,,,,,,,
Count,218,267,263,282,275,367,314,318,274,272,266,288,"3,404"
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,19,12,8,8,6,13,7,10,6,16,15,133
80000,Suffolk Fire Department,Suffolk Fire Department,,,,,,,,,,,
Count,907,922,930,866,938,"1,017","1,059",971,898,"1,011",878,971,"11,368"
Exposures,0,1,0,0,0,0,0,1,0,3,0,0,5
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,1,4,1,2,1,1,0,1,2,2,21
,HOLLAND VOLUNTEER FIRE,HOLLAND VOLUNTEER FIRE,HOLLAND VOLUNTEER FIRE,,,,,,,,,,
80003,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,2,0,0,1,0,0,0,0,0,0,0,0,3
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,19,17,16,19,14,15,0,0,0,0,0,111
Page 125 of 128,Page 125 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:36:03 EDT 2013,Thu Mar 14 07:36:03 EDT 2013
