Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”,Name: “Table 1 of 1 on page 53 of 128”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
08512,BLACK CREEK FIRE DEPT.,BLACK CREEK FIRE DEPT.,BLACK CREEK FIRE DEPT.,,,,,,,,,,
Count,15,9,11,12,19,51,32,19,14,11,18,28,239
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,0,4,4,6,2,6,1,1,2,2,33
08700,Henrico Co. Fire & Rescue,Henrico Co. Fire & Rescue,Henrico Co. Fire & Rescue,,,,,,,,,,
Count,"3,177","3,045","3,227","3,319","3,494","3,857","3,639","3,378","3,235","3,493","3,311","3,582","40,757"
Exposures,0,2,10,1,3,2,4,1,2,0,3,5,33
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,7,6,10,9,18,2,9,8,9,11,97
08900,Henry County Public Safety,Henry County Public Safety,Henry County Public Safety,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,0,0,0
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,1,0,0,1,1,1,0,0,2,1,1,9
Aid Given,0,0,1,1,0,0,0,0,0,0,0,0,2
08901,AXTON VOL. FIRE DEPT.,AXTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,14,7,12,11,15,12,6,9,3,3,5,102
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,2,0,0,2,0,1,3,2,0,14
Page 53 of 128,Page 53 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:18 EDT 2013,Thu Mar 14 07:32:18 EDT 2013
