Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”,Name: “Table 1 of 1 on page 14 of 128”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
01903,HARDY VOL. FIRE DEPT.,HARDY VOL. FIRE DEPT.,HARDY VOL. FIRE DEPT.,,,,,,,,,,
Count,5,6,4,6,3,6,6,7,1,3,6,6,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,2,1,2,1,0,1,1,1,2,13
,HUDDLESTON VOL. FIRE,HUDDLESTON VOL. FIRE,HUDDLESTON VOL. FIRE,,,,,,,,,,
01904,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,11,3,10,8,3,9,8,4,7,8,11,2,84
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,2,2,2,3,0,2,1,1,2,16
01905,MONETA FIRE DEPARTMENT,MONETA FIRE DEPARTMENT,MONETA FIRE DEPARTMENT,,,,,,,,,,
Count,20,28,25,12,23,19,25,14,14,23,20,26,249
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,7,3,8,5,4,5,2,3,2,2,6,48
01907,MONTVALE VOL. FIRE DEPT.,MONTVALE VOL. FIRE DEPT.,MONTVALE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,7,5,11,14,28,21,3,10,8,10,5,124
Exposures,0,0,0,0,1,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,6,2,1,1,1,1,0,3,3,20
Page 14 of 128,Page 14 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
