Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”,Name: “Table 1 of 1 on page 43 of 128”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,SNOW CREEK VOL. FIRE,SNOW CREEK VOL. FIRE,SNOW CREEK VOL. FIRE,,,,,,,,,,
06710,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,8,8,5,2,1,5,8,2,7,3,13,5,67
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,0,1,2,1,1,1,0,0,0,2,12
,FREDERICK COUNTY FIRE,FREDERICK COUNTY FIRE,FREDERICK COUNTY FIRE,,,,,,,,,,
06900,,,,,,,,,,,,,
,AND RESC,,,,,,,,,,,,
Count,690,622,696,610,631,764,743,671,618,726,595,686,"8,052"
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,90,93,79,79,75,76,92,85,75,97,80,84,"1,005"
06911,Stephens City,,,,,,,,,,,,
Count,177,160,182,176,169,195,201,48,2,0,0,0,"1,310"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,11,10,9,8,2,8,1,0,0,0,0,60
07110,EGGLESTON VOL. FIRE,EGGLESTON VOL. FIRE,,,,,,,,,,,
Count,3,4,0,1,2,1,5,2,3,3,1,1,26
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,1,0,1,0,0,3
Page 43 of 128,Page 43 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:16 EDT 2013,Thu Mar 14 07:32:16 EDT 2013
