Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”,Name: “Table 1 of 1 on page 54 of 128”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,,,,,,,,,,
08902,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,15,29,32,30,22,23,21,17,21,19,19,10,258
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,3,2,2,0,2,1,1,1,14
,COLLINSVILLE VOL. FIRE,COLLINSVILLE VOL. FIRE,COLLINSVILLE VOL. FIRE,,,,,,,,,,
08903,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,24,25,25,21,26,29,23,24,25,19,23,12,276
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,2,3,3,5,3,1,2,1,2,1,28
,DYER'S STORE VOL. FIRE,DYER'S STORE VOL. FIRE,DYER'S STORE VOL. FIRE,,,,,,,,,,
08904,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,12,10,12,9,5,14,19,7,4,11,13,10,126
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,5,7,5,4,5,3,0,3,1,0,38
08905,Fieldale Fire Department,Fieldale Fire Department,,,,,,,,,,,
Count,15,14,13,8,6,2,6,4,3,0,1,1,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,6,2,1,0,2,1,0,0,0,0,15
Page 54 of 128,Page 54 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:18 EDT 2013,Thu Mar 14 07:32:18 EDT 2013
