Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”,Name: “Table 1 of 1 on page 34 of 128”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
05301,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,,,,,,,,,,
Count,10,16,11,13,10,10,15,6,12,31,29,39,202
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,0,0,0,0,1,1,3
05302,FORD VOL. FIRE DEPT.,FORD VOL. FIRE DEPT.,,,,,,,,,,,
Count,44,37,34,49,19,40,34,46,30,31,32,38,434
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,11,13,11,14,7,8,10,4,9,7,9,111
05303,McKenney Vol. Fire Dept.,McKenney Vol. Fire Dept.,,,,,,,,,,,
Count,7,11,15,1,6,3,0,2,0,5,0,10,60
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,6,4,1,3,2,2,0,0,1,0,2,22
,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,,,,,,,,,,
05304,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,45,39,44,48,45,48,46,28,28,36,26,24,457
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,15,10,6,14,10,9,16,3,5,8,104
Page 34 of 128,Page 34 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:27 EDT 2013,Thu Mar 14 07:31:27 EDT 2013
