Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”,Name: “Table 1 of 1 on page 70 of 128”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
11903,MIDDLESEX VOL. FIRE DEPT.,MIDDLESEX VOL. FIRE DEPT.,MIDDLESEX VOL. FIRE DEPT.,,,,,,,,,,
Count,8,6,4,4,9,9,8,13,10,11,8,5,95
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,1,1,1,1,0,0,0,0,4,11
12102,Blacksburg Fire Department,Blacksburg Fire Department,Blacksburg Fire Department,,,,,,,,,,
Count,63,73,72,86,74,76,94,78,106,96,83,59,960
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,1,2,0,0,1,0,0,0,2,0,11
,CHRISTIANSBURG FIRE,CHRISTIANSBURG FIRE,,,,,,,,,,,
12103,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,10,65,70,73,60,111,87,67,61,73,67,62,806
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,2,1,0,1,0,1,3,0,2,0,13
,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,,,,,,,,,,
12104,,,,,,,,,,,,,
Count,12,12,0,2,9,2,0,0,0,0,3,0,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,7,0,0,0,0,0,0,0,0,0,0,18
Page 70 of 128,Page 70 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:50 EDT 2013,Thu Mar 14 07:32:50 EDT 2013
