Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”,Name: “Table 1 of 1 on page 4 of 128”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00109,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,,,,,,,,,,
Count,9,3,10,10,2,6,9,8,6,10,7,7,87
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,6,5,5,0,1,3,2,2,15,10,54
00110,MELFA VOL. FIRE DEPT.,MELFA VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,12,4,5,8,5,9,7,9,13,9,9,95
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,6,4,1,0,1,1,0,0,1,5,24
,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,,,,,,,,,,
00111,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,1,3,2,2,3,3,1,0,2,1,3,21
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,1,3,2,1,3,2,2,1,6,8,34
00112,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,,,,,,,,,,
Count,8,10,6,11,5,8,13,9,9,14,4,12,109
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,8,3,10,7,2,9,5,4,8,8,8,75
Page 4 of 128,Page 4 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:22 EDT 2013,Thu Mar 14 07:31:22 EDT 2013
