Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”,Name: “Table 1 of 1 on page 31 of 128”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,CULPEPER COUNTY VOL,CULPEPER COUNTY VOL,CULPEPER COUNTY VOL,,,,,,,,,,
04702,,,,,,,,,,,,,
,FIRE DEPAR,,,,,,,,,,,,
Count,32,42,45,43,45,82,65,42,41,54,50,37,578
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,11,5,6,6,6,9,1,6,4,12,14,86
04704,SALEM VOL. FIRE DEPT.,SALEM VOL. FIRE DEPT.,,,,,,,,,,,
Count,14,14,15,9,6,4,9,5,1,5,7,5,94
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,17,9,7,7,7,12,4,8,10,15,6,115
04705,RAPIDAN VOL. FIRE DEPT.,RAPIDAN VOL. FIRE DEPT.,RAPIDAN VOL. FIRE DEPT.,,,,,,,,,,
Count,1,3,1,1,2,2,5,0,2,0,2,2,21
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,9,8,2,2,0,0,2,2,4,2,1,40
,LITTLE FORK VFD & RESCUE,LITTLE FORK VFD & RESCUE,LITTLE FORK VFD & RESCUE,,,,,,,,,,
04706,,,,,,,,,,,,,
,CO.,,,,,,,,,,,,
Count,17,12,12,17,13,25,20,11,16,14,12,10,179
Exposures,0,0,0,2,0,0,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,7,4,1,2,6,7,4,5,5,2,2,54
Page 31 of 128,Page 31 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:27 EDT 2013,Thu Mar 14 07:31:27 EDT 2013
