Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”,Name: “Table 1 of 1 on page 83 of 128”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14320,KEELING VOL. FIRE DEPT.,KEELING VOL. FIRE DEPT.,KEELING VOL. FIRE DEPT.,,,,,,,,,,
Count,7,9,10,13,8,14,13,10,8,4,8,14,118
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,3,2,1,0,2,0,2,1,1,0,14
14321,LAUREL GROVE,LAUREL GROVE,,,,,,,,,,,
Count,3,15,1,1,0,0,0,0,0,0,0,0,20
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,POWHATAN CO. VOL. FIRE,POWHATAN CO. VOL. FIRE,POWHATAN CO. VOL. FIRE,,,,,,,,,,
14501,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,48,69,61,47,40,82,54,49,53,54,48,6,611
Exposures,0,0,0,0,0,3,0,0,0,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,7,2,1,1,3,0,0,0,3,2,0,23
14502,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,,,,,,,,,,
Count,17,55,34,39,54,38,38,27,27,46,35,0,410
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,10,8,4,4,3,3,10,4,6,13,0,68
Page 83 of 128,Page 83 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:51 EDT 2013,Thu Mar 14 07:32:51 EDT 2013
