Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”,Name: “Table 1 of 1 on page 18 of 128”
Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02303,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,,,,,,,,,,
Count,5,10,15,21,14,26,0,0,0,0,0,0,91
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,0,2,0,0,0,0,0,0,4
02304,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,,,,,,,,,,
Count,6,6,0,0,0,0,0,0,0,0,0,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,0,0,0,0,0,0,0,0,0,0,4
,GLEN WILTON VOL. FIRE,GLEN WILTON VOL. FIRE,GLEN WILTON VOL. FIRE,,,,,,,,,,
02306,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,14,11,11,0,9,17,11,0,4,2,3,0,82
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,3,0,2,1,1,0,0,0,0,0,8
02501,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,,,,,,,,,,
Count,40,48,42,33,41,40,61,34,32,59,36,44,510
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,8,18,11,9,14,13,8,10,9,17,6,133
Page 18 of 128,Page 18 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
