Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”,Name: “Table 1 of 1 on page 55 of 128”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,HORSEPASTURE VOL. FIRE,HORSEPASTURE VOL. FIRE,HORSEPASTURE VOL. FIRE,,,,,,,,,,
08906,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,12,12,14,9,10,21,20,13,9,8,14,17,159
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,1,3,1,2,2,3,2,0,5,24
08908,RIDGEWAY VOL. FIRE DEPT.,RIDGEWAY VOL. FIRE DEPT.,RIDGEWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,18,30,15,22,36,29,30,19,22,20,24,18,283
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,4,2,4,3,3,3,2,1,1,29
,HIGHLAND CO. VOL. FIRE,HIGHLAND CO. VOL. FIRE,HIGHLAND CO. VOL. FIRE,,,,,,,,,,
09101,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,1,4,3,0,0,1,0,0,0,0,0,0,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,0,0,0,0,0,1
09102,MCDOWELL VOL. FIRE DEPT.,MCDOWELL VOL. FIRE DEPT.,MCDOWELL VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,1,0,0,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 55 of 128,Page 55 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:18 EDT 2013,Thu Mar 14 07:32:18 EDT 2013
