Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”,Name: “Table 1 of 1 on page 6 of 128”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00502,Dunlap Fire and Rescue,Dunlap Fire and Rescue,,,,,,,,,,,
Count,4,4,3,11,9,3,7,7,4,4,2,5,63
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,1,0,0,0,0,0,3
,FALLING SPRING VOL. FIRE,FALLING SPRING VOL. FIRE,FALLING SPRING VOL. FIRE,,,,,,,,,,
00503,,,,,,,,,,,,,
,DEPT,,,,,,,,,,,,
Count,2,2,4,2,4,8,3,1,0,2,2,5,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,3,3,2,4,2,2,2,1,2,24
00505,SELMA VOL. FIRE DEPT.,SELMA VOL. FIRE DEPT.,,,,,,,,,,,
Count,4,6,8,11,13,18,15,10,10,7,5,8,115
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,3,0,0,1,4,1,0,0,2,1,15
00506,SHARON VOL. FIRE DEPT.,SHARON VOL. FIRE DEPT.,SHARON VOL. FIRE DEPT.,,,,,,,,,,
Count,5,6,7,10,4,10,12,1,6,5,3,7,76
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,2,4,1,1,4,3,1,2,0,6,27
Page 6 of 128,Page 6 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:22 EDT 2013,Thu Mar 14 07:31:22 EDT 2013
