Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”,Name: “Table 1 of 1 on page 44 of 128”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
07120,GLEN LYN VOL. FIRE DEPT.,GLEN LYN VOL. FIRE DEPT.,GLEN LYN VOL. FIRE DEPT.,,,,,,,,,,
Count,3,4,1,2,0,0,2,0,4,1,0,2,19
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,2,0,0,1,0,1,0,0,2,6
07130,NARROWS VOL. FIRE DEPT.,NARROWS VOL. FIRE DEPT.,NARROWS VOL. FIRE DEPT.,,,,,,,,,,
Count,5,9,4,3,9,6,7,3,5,8,10,5,74
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
07160,PEMBROKE VOL. FIRE DEPT.,PEMBROKE VOL. FIRE DEPT.,PEMBROKE VOL. FIRE DEPT.,,,,,,,,,,
Count,7,6,9,6,5,4,4,9,7,4,9,5,75
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,5,2,0,0,1,0,0,1,2,1,1,13
07170,POPLAR HILL VOL. FIRE,POPLAR HILL VOL. FIRE,,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,0,0,0
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,1,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 44 of 128,Page 44 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:16 EDT 2013,Thu Mar 14 07:32:16 EDT 2013
