Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”,Name: “Table 1 of 1 on page 56 of 128”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
09104,BOLAR VOL. FIRE DEPT.,BOLAR VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,1,0,0,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
09301,Carrollton Vol. Fire Dept.,Carrollton Vol. Fire Dept.,,,,,,,,,,,
Count,29,25,24,19,8,4,1,7,0,2,4,1,124
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,1,0,0,1
09302,Carrsville Vol. Fire Dept.,Carrsville Vol. Fire Dept.,,,,,,,,,,,
Count,13,33,19,20,7,19,18,10,10,27,13,19,208
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,0,0,0,0,0,0,0,2
09303,Smithfield Vol. Fire Dept.,Smithfield Vol. Fire Dept.,,,,,,,,,,,
Count,39,40,36,43,44,41,26,33,39,35,27,37,440
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,0,0,3,4
Page 56 of 128,Page 56 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:18 EDT 2013,Thu Mar 14 07:32:18 EDT 2013
