Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”,Name: “Table 1 of 1 on page 41 of 128”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,BURNT CHIMNEY VOL. FIRE,BURNT CHIMNEY VOL. FIRE,BURNT CHIMNEY VOL. FIRE,,,,,,,,,,
06702,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,9,21,6,12,10,28,25,18,15,13,10,10,177
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,7,1,4,2,1,4,6,5,4,6,6,48
06703,CALLAWAY VOL. FIRE DEPT.,CALLAWAY VOL. FIRE DEPT.,CALLAWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,4,9,3,9,3,3,6,3,6,3,3,3,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,2,1,2,2,0,0,2,4,1,17
06704,FERRUM VOL. FIRE DEPT.,FERRUM VOL. FIRE DEPT.,FERRUM VOL. FIRE DEPT.,,,,,,,,,,
Count,8,14,22,15,8,10,11,7,15,10,15,17,152
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,3,3,6,3,2,3,4,4,7,5,48
,FORK MOUNTAIN VOL. FIRE,FORK MOUNTAIN VOL. FIRE,FORK MOUNTAIN VOL. FIRE,,,,,,,,,,
06705,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,11,9,2,9,3,11,8,3,9,10,5,13,93
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,2,7,2,2,2,1,2,2,6,2,29
Page 41 of 128,Page 41 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:50 EDT 2013,Thu Mar 14 07:31:50 EDT 2013
