Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”,Name: “Table 1 of 1 on page 61 of 128”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,STICKLEYVILLE VOL. FIRE,STICKLEYVILLE VOL. FIRE,STICKLEYVILLE VOL. FIRE,,,,,,,,,,
10509,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,2,0,1,1,1,0,1,1,3,3,3,0,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,1,0,0,0,1,0,0,0,0,0,0,2
Aid Given,0,0,0,0,0,0,0,0,0,1,4,0,5
10512,JASPER VOL. FIRE DEPT.,JASPER VOL. FIRE DEPT.,JASPER VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,0,0,0,0,0,0,0,0,0,0,1
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
10700,Loudoun Co. Fire & Rescue,Loudoun Co. Fire & Rescue,Loudoun Co. Fire & Rescue,,,,,,,,,,
Count,189,183,170,161,191,196,202,202,183,181,197,178,"2,233"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,1,0,0,0,1
Aid Given,36,36,34,25,31,36,23,32,22,27,26,24,352
10701,Leesburg Vol. Fire Company,Leesburg Vol. Fire Company,Leesburg Vol. Fire Company,,,,,,,,,,
Count,137,127,149,139,171,178,155,141,167,156,145,130,"1,795"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,2,2,1,4,3,2,7,5,13,10,52
Page 61 of 128,Page 61 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:19 EDT 2013,Thu Mar 14 07:32:19 EDT 2013
