Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”,Name: “Table 1 of 1 on page 90 of 128”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Richmond Co. Emerg. Services,Richmond Co. Emerg. Services,Richmond Co. Emerg. Services,,,,,,,,,,
15900,,,,,,,,,,,,,
Count,113,95,101,104,112,99,107,88,85,101,97,109,"1,211"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,7,0,0,0,1,0,2,2,0,2,14
,RICHMOND CO. VOL. FIRE,RICHMOND CO. VOL. FIRE,RICHMOND CO. VOL. FIRE,,,,,,,,,,
15901,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,17,14,24,33,26,30,35,26,27,20,22,23,297
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,4,4,0,0,5,1,1,0,0,0,15
,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,,,,,,,,,,
16100,,,,,,,,,,,,,
Count,"1,046","1,162","1,109","1,167","1,157","1,289","1,328","1,153","1,133","1,173","1,037","1,235","13,989"
Exposures,1,0,0,0,0,0,0,0,0,3,0,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,7,10,9,5,8,12,2,6,2,10,13,90
16102,VINTON VOL. FIRE DEPT.,VINTON VOL. FIRE DEPT.,VINTON VOL. FIRE DEPT.,,,,,,,,,,
Count,10,15,12,11,13,42,24,11,18,19,7,20,202
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,7,2,9,6,10,12,6,9,12,9,11,96
Page 90 of 128,Page 90 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:53 EDT 2013,Thu Mar 14 07:32:53 EDT 2013
