Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”,Name: “Table 1 of 1 on page 104 of 128”
Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104,Table: 104
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,DENDRON FIRE VOL. FIRE,DENDRON FIRE VOL. FIRE,DENDRON FIRE VOL. FIRE,,,,,,,,,,
18102,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,9,4,3,8,8,8,7,7,7,8,4,4,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,2,0,1,1,1,1,1,0,1,9
18103,SURRY VOL. FIRE DEPT.,SURRY VOL. FIRE DEPT.,SURRY VOL. FIRE DEPT.,,,,,,,,,,
Count,9,8,18,14,10,17,22,14,9,11,11,15,158
Exposures,4,0,0,0,0,0,0,0,0,0,0,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,0,2,2,0,0,0,1,1,0,0,9
18301,JARRATT VOL. FIRE DEPT.,JARRATT VOL. FIRE DEPT.,JARRATT VOL. FIRE DEPT.,,,,,,,,,,
Count,16,17,20,26,28,33,25,25,29,22,22,27,290
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,2,0,0,4,0,0,0,0,0,7
,STONY CREEK VOL. FIRE,STONY CREEK VOL. FIRE,STONY CREEK VOL. FIRE,,,,,,,,,,
18302,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,5,9,7,6,10,8,14,6,10,5,5,1,86
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,1,0,1,0,1,0,5
Page 104 of 128,Page 104 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:33:31 EDT 2013,Thu Mar 14 07:33:31 EDT 2013
