Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”,Name: “Table 1 of 1 on page 59 of 128”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,KING WILLIAM VOL. FIRE,KING WILLIAM VOL. FIRE,KING WILLIAM VOL. FIRE,,,,,,,,,,
10101,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,13,9,6,12,13,12,5,3,6,4,5,7,95
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,0,0,0,0,1,0,0,0,3
10103,WEST POINT VOL. FIRE,WEST POINT VOL. FIRE,,,,,,,,,,,
Count,52,54,15,49,64,52,56,4,51,53,48,33,531
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,8,2,5,4,2,3,0,4,3,1,3,47
10104,MANGOHICK VOL. FIRE,MANGOHICK VOL. FIRE,,,,,,,,,,,
Count,1,1,2,3,2,3,5,1,2,3,1,2,26
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,2,3,1,4,3,1,1,2,1,3,27
,KILMARNOCK VOL. FIRE,KILMARNOCK VOL. FIRE,,,,,,,,,,,
10308,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,11,4,12,11,5,9,8,13,11,7,7,11,109
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,0,3,3,2,3,4,6,1,1,1,3,36
Page 59 of 128,Page 59 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:19 EDT 2013,Thu Mar 14 07:32:19 EDT 2013
