Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”,Name: “Table 1 of 1 on page 17 of 128”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02106,Little Creek Vol. Fire Dept.,Little Creek Vol. Fire Dept.,,,,,,,,,,,
Count,0,1,1,2,0,0,1,0,0,0,2,0,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,1,0,0,1,1,1,1,1,1,0,1,9
Aid Given,0,0,0,0,0,0,1,0,0,0,0,0,1
,Botetourt Co. Emerg. Services,Botetourt Co. Emerg. Services,Botetourt Co. Emerg. Services,,,,,,,,,,
02300,,,,,,,,,,,,,
Count,0,0,0,1,2,1,4,8,6,8,0,5,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,26,13,19,26,29,25,32,17,11,33,33,45,309
,Blue Ridge Volunterr Fire Dept,Blue Ridge Volunterr Fire Dept,Blue Ridge Volunterr Fire Dept,,,,,,,,,,
02301,,,,,,,,,,,,,
Count,9,11,14,6,1,10,19,4,8,9,7,6,104
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,2,2,4,3,2,9,4,3,6,10,5,59
,TROUTVILLE FIRE,TROUTVILLE FIRE,,,,,,,,,,,
02302,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,37,38,43,26,6,47,32,20,21,0,0,1,271
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,13,8,10,6,0,10,16,18,14,0,0,0,95
Page 17 of 128,Page 17 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
