Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”,Name: “Table 1 of 1 on page 36 of 128”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Fauquier Co. Dept of Fire/EMS,Fauquier Co. Dept of Fire/EMS,Fauquier Co. Dept of Fire/EMS,,,,,,,,,,
06100,,,,,,,,,,,,,
Count,15,378,405,383,434,466,496,451,422,447,429,463,"4,789"
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,0,0,0,1,0,0,1,4
,Warrenton,Volunteer Fire,,,,,,,,,,,
06101,,,,,,,,,,,,,
,Comp,,,,,,,,,,,,
Count,21,55,134,92,115,166,163,124,142,60,25,22,"1,119"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,18,29,23,19,23,17,14,0,1,4,148
06102,Remington Fire and Rescue,Remington Fire and Rescue,Remington Fire and Rescue,,,,,,,,,,
Count,13,35,40,53,36,67,52,68,68,66,62,50,610
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,1,4,2,5,6,5,11,4,4,6,52
06103,Marshall Fire Dept,Marshall Fire Dept,,,,,,,,,,,
Count,1,20,30,21,39,45,37,7,1,1,3,1,206
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,15,19,18,17,15,16,5,0,0,2,1,110
Page 36 of 128,Page 36 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:50 EDT 2013,Thu Mar 14 07:31:50 EDT 2013
