Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”,Name: “Table 1 of 1 on page 33 of 128”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
05102,Haysi VFD,,,,,,,,,,,,
Count,15,11,10,14,8,6,6,8,12,0,0,0,90
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,0,1,0,0,0,2
,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,,,,,,,,,,
05103,,,,,,,,,,,,,
Count,6,6,4,10,8,6,9,7,5,6,7,3,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,4,5,7,4,3,3,2,4,6,4,48
,SANDY RIDGE VOL. FIRE,SANDY RIDGE VOL. FIRE,SANDY RIDGE VOL. FIRE,,,,,,,,,,
05104,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,2,3,5,6,3,5,3,6,6,4,3,8,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,1,2,1,2,3,1,0,2,1,16
05300,Dinwiddie County Fire & EMS,Dinwiddie County Fire & EMS,Dinwiddie County Fire & EMS,,,,,,,,,,
Count,3,1,4,0,0,1,0,3,0,1,1,0,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 33 of 128,Page 33 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:27 EDT 2013,Thu Mar 14 07:31:27 EDT 2013
