Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”,Name: “Table 1 of 1 on page 40 of 128”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,,,,,,,,,,
Count,3,6,2,0,0,1,1,0,4,3,1,1,22
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,1,1,0,0,1,0,0,0,0,3
Aid Given,0,0,0,0,0,0,0,0,1,0,1,1,3
06500,Fluvanna Co. Vol. Fire Dept.,Fluvanna Co. Vol. Fire Dept.,Fluvanna Co. Vol. Fire Dept.,,,,,,,,,,
Count,69,55,51,44,55,72,67,45,49,48,45,52,652
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,7,4,2,0,0,2,1,2,1,2,3,25
06700,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,,,,,,,,,,
Count,66,54,44,35,46,47,74,58,108,172,178,160,"1,042"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,6,2,3,3,0,3,1,2,4,1,0,31
06701,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,,,,,,,,,,
Count,15,17,11,11,17,27,18,14,20,18,20,18,206
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
Page 40 of 128,Page 40 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:50 EDT 2013,Thu Mar 14 07:31:50 EDT 2013
