Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”,Name: “Table 1 of 1 on page 109 of 128”
Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
18705,FORTSMOUTH FIRE DEPT.,FORTSMOUTH FIRE DEPT.,FORTSMOUTH FIRE DEPT.,,,,,,,,,,
Count,27,30,34,24,27,27,24,23,13,20,13,11,273
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,10,11,11,10,12,10,6,9,7,4,5,110
18706,LINDEN VOL. FIRE DEPT.,LINDEN VOL. FIRE DEPT.,LINDEN VOL. FIRE DEPT.,,,,,,,,,,
Count,18,14,18,13,26,17,10,8,17,6,7,4,158
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,16,17,14,9,9,2,11,3,3,1,6,7,98
,N. WARREN CO FIRE &,N. WARREN CO FIRE &,,,,,,,,,,,
18707,,,,,,,,,,,,,
,RESCUE,,,,,,,,,,,,
Count,55,46,71,67,62,56,44,58,35,61,49,49,653
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,25,24,28,26,22,33,23,21,17,18,11,263
19103,DAMASCUS VOL. FIRE DEPT.,DAMASCUS VOL. FIRE DEPT.,DAMASCUS VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,1,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 109 of 128,Page 109 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:33:31 EDT 2013,Thu Mar 14 07:33:31 EDT 2013
