Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”,Name: “Table 1 of 1 on page 93 of 128”
Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,,,,,,,,,,
16309,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,30,38,21,30,41,33,53,28,22,26,19,39,380
Exposures,0,0,0,5,0,0,0,0,0,0,0,0,5
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,3,2,1,2,3,5,2,2,1,2,28
,Headquarters Rockingham,Headquarters Rockingham,Headquarters Rockingham,,,,,,,,,,
16500,,,,,,,,,,,,,
,County,,,,,,,,,,,,
Count,9,13,15,20,14,23,16,20,15,13,11,15,184
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,1,12,6,9,10,15,10,4,16,10,101
16501,SINGERS GLEN VOL. FIRE,SINGERS GLEN VOL. FIRE,SINGERS GLEN VOL. FIRE,,,,,,,,,,
Count,20,11,15,12,7,27,13,13,9,7,14,9,157
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,2,5,1,2,2,1,1,0,2,2,22
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,
Count,9,0,5,5,4,4,6,4,6,0,11,6,60
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,2,2,4
Page 93 of 128,Page 93 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:53 EDT 2013,Thu Mar 14 07:32:53 EDT 2013
