Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”,Name: “Table 1 of 1 on page 68 of 128”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
11703,CHASE CITY VOL. FIRE,CHASE CITY VOL. FIRE,,,,,,,,,,,
Count,24,15,21,14,22,19,26,11,16,12,12,16,208
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,4,2,3,3,7,4,2,1,0,2,32
,CLARKSVILLE VOL. FIRE,CLARKSVILLE VOL. FIRE,CLARKSVILLE VOL. FIRE,,,,,,,,,,
11704,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,12,17,14,11,18,17,25,13,10,15,15,11,178
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,2,1,3,4,4,4,2,1,2,1,30
,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,,,,,,,,,,
11705,,,,,,,,,,,,,
Count,2,6,7,7,7,6,18,4,1,7,8,6,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,6,8,6,5,14,19,5,11,16,6,13,122
,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,,,,,,,,,,
11706,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,0,5,3,4,2,6,1,2,2,1,2,32
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,3,0,2,4,2,0,1,0,0,14
Page 68 of 128,Page 68 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:49 EDT 2013,Thu Mar 14 07:32:49 EDT 2013
