Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”,Name: “Table 1 of 1 on page 37 of 128”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,The Plains Fire and Rescue,The Plains Fire and Rescue,The Plains Fire and Rescue,,,,,,,,,,
06104,,,,,,,,,,,,,
,Dep,,,,,,,,,,,,
Count,9,18,7,20,20,32,32,30,33,14,28,13,256
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,1,2,11,17,11,22,19,14,11,11,15,142
06105,Upperville Fire Dept.,Upperville Fire Dept.,,,,,,,,,,,
Count,1,3,1,2,3,0,0,0,0,2,0,2,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
06107,Catlett Fire Dept,Catlett Fire Dept,,,,,,,,,,,
Count,31,32,34,43,46,40,32,38,37,39,53,35,460
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,2,1,0,1,0,0,0,4
06108,Goldvein Fire Dept,Goldvein Fire Dept,,,,,,,,,,,
Count,24,19,16,31,15,22,29,21,42,29,31,37,316
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,1,4,2,8
Page 37 of 128,Page 37 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:50 EDT 2013,Thu Mar 14 07:31:50 EDT 2013
