Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”,Name: “Table 1 of 1 on page 39 of 128”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Floyd Co. Dept. Emerg. Mgmt,Floyd Co. Dept. Emerg. Mgmt,Floyd Co. Dept. Emerg. Mgmt,,,,,,,,,,
06300,,,,,,,,,,,,,
Count,1,1,0,1,10,2,0,0,0,0,0,0,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,3,0,1,0,0,0,0,0,0,6
06301,Floyd Co. Vol. Fire Dept. #1,Floyd Co. Vol. Fire Dept. #1,Floyd Co. Vol. Fire Dept. #1,,,,,,,,,,
Count,10,8,14,14,10,14,10,9,13,7,12,15,136
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,0,0,2,0,2,1,2,2,1,13
06302,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,,,,,,,,,,
Count,5,3,2,3,2,6,5,5,6,5,11,10,63
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,2,1,2,1,0,1,0,0,1,12
06303,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,,,,,,,,,,
Count,5,7,7,11,5,9,6,11,9,7,11,12,100
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,0,0,1,0,0,0,0,0,3
Page 39 of 128,Page 39 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:50 EDT 2013,Thu Mar 14 07:31:50 EDT 2013
