Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”,Name: “Table 1 of 1 on page 19 of 128”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02502,Brodnax Vol. Fire Dept.,Brodnax Vol. Fire Dept.,,,,,,,,,,,
Count,11,3,0,4,2,2,5,5,6,3,3,5,49
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,2,1,5,4,1,1,1,4,3,23
02503,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,,,,,,,,,,
Count,3,3,7,3,0,0,0,0,0,0,0,0,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,3,4,1,0,0,0,0,0,0,0,0,15
,Gasburg Volunteer Fire,Gasburg Volunteer Fire,,,,,,,,,,,
02505,,,,,,,,,,,,,
,Departm,,,,,,,,,,,,
Count,3,1,3,1,3,5,8,4,1,4,0,6,39
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,2,4,8,6,4,2,3,3,4,39
02506,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,,,,,,,,,,
Count,49,36,41,34,19,27,35,30,28,32,26,25,382
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,1,0,2,3,5,4,2,2,2,1,29
Page 19 of 128,Page 19 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
