Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”,Name: “Table 1 of 1 on page 49 of 128”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,NORTH HALIFAX VOL. FIRE,NORTH HALIFAX VOL. FIRE,NORTH HALIFAX VOL. FIRE,,,,,,,,,,
08306,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,62,50,62,48,56,45,67,59,46,47,61,70,673
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,3,1,0,1,1,0,0,1,0,1,9
08307,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,,,,,,,,,,
Count,15,0,0,0,0,0,0,0,0,0,0,0,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
08309,TRIANGLE VOL. FIRE DEPT.,TRIANGLE VOL. FIRE DEPT.,TRIANGLE VOL. FIRE DEPT.,,,,,,,,,,
Count,9,11,5,8,7,5,7,8,10,10,4,13,97
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,3,0,2,1,2,0,1,2,0,5,17
08310,TURBEVILLE VOL. FIRE,TURBEVILLE VOL. FIRE,,,,,,,,,,,
Count,15,13,21,21,22,20,25,19,20,13,27,23,239
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,1,0,0,1,1,2,0,2,0,9
Page 49 of 128,Page 49 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:32:16 EDT 2013,Thu Mar 14 07:32:16 EDT 2013
