Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”,Name: “Table 1 of 1 on page 16 of 128”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02101,BLAND CO. VOL. FIRE DEPT.,BLAND CO. VOL. FIRE DEPT.,BLAND CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,7,7,4,4,1,2,4,1,4,4,7,1,46
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,1,3,0,1,4,0,0,1,2,0,15
02102,CERES VOL. FIRE DEPT.,CERES VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,1,2,0,1,0,0,0,0,1,0,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,1,1,0,0,0,2
Aid Given,0,0,0,4,1,0,1,0,0,0,1,0,7
02103,ROCKY GAP VOL. FIRE,ROCKY GAP VOL. FIRE,,,,,,,,,,,
Count,0,2,2,0,0,2,1,0,1,4,1,2,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,1,0,0,1,0,0,0,0,2
Aid Given,1,1,0,2,0,0,1,0,0,0,1,0,6
,HOLLYBROOK-,HOLLYBROOK-,,,,,,,,,,,
02105,,,,,,,,,,,,,
,MECHANICSBURG VFD,MECHANICSBURG VFD,,,,,,,,,,,
Count,1,2,1,0,1,3,1,1,0,0,2,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,0,1,0,1,0,0,1,2,3,0,12
Page 16 of 128,Page 16 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:24 EDT 2013,Thu Mar 14 07:31:24 EDT 2013
