Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”,Name: “Table 1 of 1 on page 30 of 128”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2012,Report Period: 2012,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,SIMMONSVILLE VOL. FIRE,SIMMONSVILLE VOL. FIRE,SIMMONSVILLE VOL. FIRE,,,,,,,,,,
04503,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,2,3,5,2,1,3,4,1,0,0,3,2,26
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,1,1,0,0,2
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
04504,NEW CASTLE VOL. FIRE,NEW CASTLE VOL. FIRE,,,,,,,,,,,
Count,10,11,3,12,8,12,8,7,5,10,8,13,107
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
04505,UPPER CRAIG'S CREEK VFD,UPPER CRAIG'S CREEK VFD,UPPER CRAIG'S CREEK VFD,,,,,,,,,,
Count,2,2,2,0,0,0,0,0,0,0,0,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,BRANDY STATION VOL. FIRE,BRANDY STATION VOL. FIRE,BRANDY STATION VOL. FIRE,,,,,,,,,,
04701,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,37,27,32,29,38,37,27,31,36,34,24,36,388
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,10,12,15,14,13,21,13,14,14,10,21,170
Page 30 of 128,Page 30 of 128,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 14 07:31:27 EDT 2013,Thu Mar 14 07:31:27 EDT 2013
