Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,,,,
,,,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,Insurance Plans Available in Virginia,
,,,,Insurable Crops,Insured Acres,Total Acres,Percent Insured
,,,,Apples,"9,947","15,000",66.3%
,,,,Barley,"24,324","60,000",40.5%
,,,Cabbage*,,232,800,29.0%
,,,Corn – APH,,"83,997",,17.1%
,,,Corn – CRC,,"145,621",,29.7%
,,,Corn – GRP,,0,"490,000",0.0%
,,,Corn – GRIP,,0,,0.0%
,,,Corn – RA,,"79,874",,16.3%
,,,Cotton – APH,,"29,644",,31.9%
,,,,,,"93,000",
,,,Cotton – CRC,,"46,216",,49.7%
,,,Fresh Market Beans*,,"2,718","5,400",50.3%
,,,Fresh Market Sweet Corn,,20,"3,500",0.6%
,,,Fresh Market Tomatoes,,"2,047","5,700",35.9%
,,,Grain Sorghum – APH,,416,,NA
,,,,,,NA,
,2005,2005,Grain Sorghum – CRC,,376,,NA
,,,,Oats,177,"14,000",1.3%
Virginia,Virginia,Virginia,Peaches,,"1,074","1,260",85.2%
,,,Peanuts – APH,,"18,047",,78.5%
,,,,,,"23,000",
,Crop,Crop,Peanuts – GRP,,0,,0.0%
,,,Potatoes,,"3,153","5,000",63.1%
,,,Processing Beans,,"1,764",NA,NA
Insurance,Insurance,Insurance,Processing Tomatoes,,0,NA,0.0%
,,,Soybeans – APH,,"92,075",,17.4%
,Profile,Profile,Soybeans – CRC,,"198,152",,37.4%
,,,Soybeans – GRP,,0,"530,000",0.0%
,,,Soybeans – GRIP,,0,,0.0%
,,,Soybeans – RA,,"107,946",,20.4%
,,,Tobacco – Burley,,"2,145","2,700",79.4%
,,,Tobacco – Dark Air Cured,,0,NA,0.0%
,,,Tobacco – Fire Cured,,256,340,75.3%
,,,Tobacco – Flue Cured,,"13,109","14,000",93.6%
,,,Wheat – APH,,"45,913",,25.5%
,,,,,,"180,000",
,,,Wheat – CRC,,"60,919",,33.8%
,,,,Total,"970,162","1,443,700",67.2%
,,,Adjusted Gross Revenue,,Liability,"$2,375,506",NA = Not Available
,,,,Clams,Liability,"$8,675,498",
,,,Nursery,,Liability,"$63,896,071",
,,,* Percent Insured may not be reflective of participation as program is only available in select counties.,* Percent Insured may not be reflective of participation as program is only available in select counties.,* Percent Insured may not be reflective of participation as program is only available in select counties.,* Percent Insured may not be reflective of participation as program is only available in select counties.,* Percent Insured may not be reflective of participation as program is only available in select counties.
,,,Pilot Programs,,,,
Raleigh Regional Office,Raleigh Regional Office,Raleigh Regional Office,Adjusted Gross Revenue (AGR),Adjusted Gross Revenue (AGR),26 counties and 14 independent cities in Eastern Virginia,26 counties and 14 independent cities in Eastern Virginia,26 counties and 14 independent cities in Eastern Virginia
Contact:,"Larry Atkinson, Director","Larry Atkinson, Director",Cabbage,,,Carroll,
"Address: 4407 Bland Rd, Ste 160","Address: 4407 Bland Rd, Ste 160","Address: 4407 Bland Rd, Ste 160",,Clams,Accomack,,Northampton
,"Raleigh, NC",27609,,,,,
,,,Fresh Market Beans,,Accomack,,Northampton
Phone:,(919) 875-4880,(919) 875-4880,,,,,
Fax:,(919) 875-4915,(919) 875-4915,,,,,
E-Mail: larry.atkinson@rma.usda.gov,E-Mail: larry.atkinson@rma.usda.gov,E-Mail: larry.atkinson@rma.usda.gov,,,,,
Eastern Regional,Eastern Regional,,,,,,
Compliance Office,Compliance Office,Compliance Office,,,,,
Contact:,"Johnnie Perdue, Director","Johnnie Perdue, Director",,,,,
Address:,"4407 Bland Rd, Ste 280","4407 Bland Rd, Ste 280",,,,,
,"Raleigh, NC",27609,,,,,
Phone:,(919) 875-4930,(919) 875-4930,,,,,
Fax:,(919) 875-4928,(919) 875-4928,,,,,
E-Mail:,,,,,,,
johnnie.perdue@rma.usda.gov,johnnie.perdue@rma.usda.gov,johnnie.perdue@rma.usda.gov,,,,,
"Data current as of February 13, 2006","Data current as of February 13, 2006","Data current as of February 13, 2006",,,,,
,,,Risk Management Agency/USDA,Risk Management Agency/USDA,,,
