Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”,Name: “Table 1 of 1 on page 8 of 13”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Incident Type,Incident Type,Incident Type,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/06 - 12/31/06,1/1/06 - 12/31/06,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Radioactive condition,",,,,,,,,,,,,,,,,,
430,other,3,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Radiation leak,",,,,,,,,,,,,,,,,,
431,radioactive material,11,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Electrical,,,,,,,,,,,,,,,,,
440,wiring/equipment,"2,909",0.51%,1,0,0.00%,0,0.00%,0,0.00%,2,0.68%,"22,675",0.00%,"55,438,860",42.09%,"55,461,535",8.89%
,"problem, other",,,,,,,,,,,,,,,,,
,Heat from short circuit,,,,,,,,,,,,,,,,,
441,"(wiring), defective/worn",637,0.11%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"21,200",0.00%,"6,775",0.01%,"27,975",0.00%
,Overheated motor,,,,,,,,,,,,,,,,,
442,,553,0.10%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"6,625",0.00%,"8,100",0.01%,"14,725",0.00%
,Light ballast breakdown,,,,,,,,,,,,,,,,,
443,,144,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,330,0.00%,100,0.00%,430,0.00%
,Power line down,,,,,,,,,,,,,,,,,
444,,"4,421",0.78%,0,0,0.00%,0,0.00%,0,0.00%,1,0.34%,"40,150",0.01%,"5,000",0.00%,"45,150",0.01%
,"Arcing, shorted",,,,,,,,,,,,,,,,,
445,electrical equipment,"2,084",0.37%,0,0,0.00%,0,0.00%,0,0.00%,1,0.34%,"54,105",0.01%,"11,276",0.01%,"65,381",0.01%
,"Biological hazard,",,,,,,,,,,,,,,,,,
451,confirmed or suspected,44,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Accident, potential",,,,,,,,,,,,,,,,,
460,"accident, other","1,804",0.32%,0,1,0.79%,0,0.00%,0,0.00%,0,0.00%,"124,001",0.03%,501,0.00%,"124,502",0.02%
,Building or structure,,,,,,,,,,,,,,,,,
461,weakened or collapsed,229,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"131,500",0.03%,"7,000",0.01%,"138,500",0.02%
,Aircraft standby,,,,,,,,,,,,,,,,,
462,,721,0.13%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Vehicle accident,",,,,,,,,,,,,,,,,,
463,general cleanup,"6,656",1.18%,0,2,1.59%,0,0.00%,0,0.00%,2,0.68%,"901,000",0.18%,"66,700",0.05%,"967,700",0.16%
,"Explosive, bomb",,,,,,,,,,,,,,,,,
471,removal (for bomb,81,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"scare, use 721)",,,,,,,,,,,,,,,,,
,"Attempted burning,",,,,,,,,,,,,,,,,,
480,"illegal action, other",95,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"1,500",0.00%,0,0.00%,"1,500",0.00%
,Attempt to burn,,,,,,,,,,,,,,,,,
481,,63,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"10,350",0.00%,0,0.00%,"10,350",0.00%
,Page 8 of 13,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/18/07 10:40:38 AM,4/18/07 10:40:38 AM,
