Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”,Name: “Table 1 of 1 on page 2 of 19”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
1,Fire,5,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
10,"Fire, other",1,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
100,"Fire, other","1,122",0.17 %,5,2,1.57 %,13,1.98 %,0,0.00 %,2,0.45 %,"2,303,578",1.17 %,"530,048",0.82 %,"2,833,626",1.08 %
11,Structure Fire,6,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,100,0.00 %,400,0.00 %,500,0.00 %
111,Building fires,"5,350",0.81 %,234,55,43.31 %,321,49.01 %,2,66.67 %,196,43.95 %,"140,948,844",71.45 %,"55,116,961",84.78 %,"196,065,805",74.75 %
,Fires in structures other,,,,,,,,,,,,,,,,,
112,than in a building,253,0.04 %,10,1,0.79 %,2,0.31 %,0,0.00 %,2,0.45 %,"3,857,727",1.96 %,"734,630",1.13 %,"4,592,357",1.75 %
,"Cooking fire, confined to",,,,,,,,,,,,,,,,,
113,,"2,619",0.40 %,1,0,0.00 %,74,11.30 %,0,0.00 %,2,0.45 %,"379,270",0.19 %,"502,554",0.77 %,"881,824",0.34 %
,container,,,,,,,,,,,,,,,,,
,"Chimney or flue fire,",,,,,,,,,,,,,,,,,
114,confined to chimney or,"1,158",0.18 %,1,0,0.00 %,1,0.15 %,0,0.00 %,1,0.22 %,"157,553",0.08 %,"88,242",0.14 %,"245,795",0.09 %
,flue,,,,,,,,,,,,,,,,,
,Incinerator overload or,,,,,,,,,,,,,,,,,
115,"malfunction, fire confined",30,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"11,750",0.01 %,"2,350",0.00 %,"14,100",0.01 %
,Fuel burner/boiler,,,,,,,,,,,,,,,,,
116,"malfunction, fire confined",167,0.03 %,0,0,0.00 %,1,0.15 %,0,0.00 %,0,0.00 %,"39,500",0.02 %,"20,904",0.03 %,"60,404",0.02 %
,Commercial Compactor,,,,,,,,,,,,,,,,,
117,"fire, confined to rubbish",23,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,000",0.00 %,600,0.00 %,"6,600",0.00 %
,Page 2 of 19,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:47:01 EST 2011,Fri Mar 11 09:47:01 EST 2011,Fri Mar 11 09:47:01 EST 2011
