Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”,Name: “Table 1 of 1 on page 8 of 19”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Motor vehicle accident,,,,,,,,,,,,,,,,,
324,,"16,302",2.48 %,0,0,0.00 %,0,0.00 %,0,0.00 %,3,0.67 %,"825,000",0.42 %,"29,000",0.04 %,"854,000",0.33 %
,with no injuries,,,,,,,,,,,,,,,,,
,"Lock-in (if lock out , use",,,,,,,,,,,,,,,,,
331,,588,0.09 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,511 ),,,,,,,,,,,,,,,,,
340,"Search, other",36,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Search for person on,,,,,,,,,,,,,,,,,
341,,125,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,land,,,,,,,,,,,,,,,,,
,Search for person in,,,,,,,,,,,,,,,,,
342,,104,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"20,000",0.01 %,"50,000",0.08 %,"70,000",0.03 %
,water,,,,,,,,,,,,,,,,,
,"Extrication, rescue, other",,,,,,,,,,,,,,,,,
350,,199,0.03 %,0,1,0.79 %,3,0.46 %,0,0.00 %,0,0.00 %,"857,000",0.43 %,"53,000",0.08 %,"910,000",0.35 %
,Extrication of victim(s),,,,,,,,,,,,,,,,,
351,from building/structure,49,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.22 %,"8,500",0.00 %,"1,000",0.00 %,"9,500",0.00 %
,Extrication of victim(s),,,,,,,,,,,,,,,,,
352,,817,0.12 %,0,8,6.30 %,16,2.44 %,0,0.00 %,4,0.90 %,"662,575",0.34 %,"58,500",0.09 %,"721,075",0.27 %
,from vehicle,,,,,,,,,,,,,,,,,
,Removal of victim(s) from,,,,,,,,,,,,,,,,,
353,,"1,839",0.28 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.22 %,0,0.00 %,0,0.00 %,0,0.00 %
,stalled elevator,,,,,,,,,,,,,,,,,
,Trench/below grade,,,,,,,,,,,,,,,,,
354,,12,0.00 %,0,0,0.00 %,1,0.15 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,rescue,,,,,,,,,,,,,,,,,
355,Confined space rescue,11,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"5,000",0.00 %,250,0.00 %,"5,250",0.00 %
,Page 8 of 19,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:48:31 EST 2011,Fri Mar 11 10:48:31 EST 2011,Fri Mar 11 10:48:31 EST 2011
